,CodCons,NomCons,CodCta
20848,388226,SYSTEM,388226
20849,388254,PROMAINGSA S.A.C. - GRUPO MINERO Y CONSTRUCCION S.A.C.,388254
20850,388275,CONSORCIO MIRADOR LA VICTORIA,388275
20851,388308,CONSORCIO SHAPUMBA,388308
20852,388312,CONSORCIO VIAL MILPO,388312
20853,388315,CONSORCIO SUPERVISOR CR2M,388315
20854,388324,CONSORCIO AREQUIPA,388324
20855,388334,CONSORCIO CHOPIJIRKA,388334
20856,388388,CONSORCIO MANTENIMIENTO VIAL OCUCALLA,388388
20857,388390,CONSORCIO VIAL MIRAFLORES,388390
20858,388394,CONSORCIO ROZAMA,388394
20859,388423,CONSORCIO VIAL APU KIRMA,388423
20860,388427,CONSORCIO PICHGASH,388427
20861,388429,CONSORCIO MANTENIMIENTO VIAL OCLLA,388429
20862,388437,CONSORCIO SHUNQUI,388437
20863,388439,CONSORCIO CHIRIHUANOS 011,388439
20864,388441,CONSORCIO ALTO AMAZONAS,388441
20865,388447,CONSORCIO SANTIAGO DE BORJA,388447
20866,388458,VIAL INGENIERIA,388458
20867,388499,CONSORCIO ATALAYA 1,388499
20868,388500,CONSORCIO VILLA DE MANTA,388500
20869,388532,CONSORCIO USHUMAYO,388532
20870,388543,CONSORCIO PERLA MAYO,388543
20871,388550,CONSORCIO VIAL CANDARAVE,388550
20872,388559,CONSORCIO NUPE,388559
20873,388628,CONSORCIO SUPERVISOR,388628
20874,388634,CONSORCIO SAN JUDAS TADEO,388634
20875,388641,CONSORCIO VIAL SAN BARTOLOME,388641
20876,388681,CONSORCIO VÍAS PAMPA HERMOSA ,388681
20877,388748,CONSORCIO SANEAMIENTO CORACORA,388748
20878,388754,DALAS ROLDAN,388754
20879,388780,CONSORCIO VIAL SAN ANTONIO,388780
20880,388843,Consorcio IT BUSINESS & SUPPORT S.A.C. ¿ ZENWARE E.I.R.L.,388843
20881,388851,CONSORCIO HUANZO,388851
20882,388856,CONSORCIO INMACULADA,388856
20883,388874,CONSORCIO VIAL R & F,388874
20884,388975,CONSORCIO WALTER PORFIDIO VELASQUEZ CATACORA - IGOR RUBEN REYES ALARCON,388975
20885,388994,CONSORCIO WARI,388994
20886,389017,CONSORCIO QUIQUIRA,389017
20887,389018,CONSORCIO VIAL TARATA,389018
20888,389023,CONSORCIO SINERINGROUP,389023
20889,389045,CONSORCIO YANAHUAYA,389045
20890,389076,CONSORCIO CHECCHE,389076
20891,389182,CONSORCIO SUPERVISOR ASILLO,389182
20892,389190,LA FRONTERA,389190
20893,389229,LA FRONTERA,389229
20894,389235,CONSORCIO ALTO SOPLA,389235
20895,389336,QUEÑUA,389336
20896,389350,CONSORCIO MOYAN,389350
20897,389351,LA FRONTERA,389351
20898,389352,SYSTEM,389352
20899,389376,CONSORCIO EJECUTOR PANJUY,389376
20900,389455,CONSORCIO PROGRESO,389455
20901,389492,CONSORCIO SANTA ROSA,389492
20902,389498,CONSORCIO ADRIAPEZA,389498
20903,389516,CONSORCIO SAN MARTIN,389516
20904,389557,PROYECTO AMAZONAS,389557
20905,389565,CONSORCIO A&D INSPECTOR ,389565
20906,389601,SILVER LAMAS,389601
20907,389604,CONSORCIO PAMPAMARCA,389604
20908,389633,CONSORCIO RODRIGO,389633
20909,389634,CONSORCIO SAN ANTONIO,389634
20910,389674,CONSORCIO SAN FERNANDO,389674
20911,389677,CONSORCIO CANDARAVE,389677
20912,389712,CONSORCIO VIAL POKOPAKA,389712
20913,389728,CONSORCIO SELVA INGENIEROS,389728
20914,389735,CONSORCIO VIAL SILLAPATA,389735
20915,389737,CONSORCIO PUENTE PICULLO,389737
20916,389747,CONSORCIO HALLCONS,389747
20917,389764,CONSORCIO GRAU,389764
20918,389788,CONSORCIO SOLID COMPANY,389788
20919,389816,consorcio jazkhal,389816
20920,389817,CONOSRCIO VIAL JJK,389817
20921,389823,CONSORCIO NUEVO HUACRAPUQUIO,389823
20922,389876,CONSORCIO SHAMBOLOA - CHURUZAPA,389876
20923,389887,CONSORCIO CONSULTOR OR,389887
20924,390054,CONSORCIO SANTA ROSA,390054
20925,390069,LA TORRE,390069
20926,390099,CONSORCIO VIAL M & G,390099
20927,390113,CONSORCIO TIWINZA - EL CHONTAL,390113
20928,390151,CONSORCIO T&G,390151
20929,390166,CONSORCIO SAN DIEGO,390166
20930,390196,CONSORCIO SAN SEBASTIAN,390196
20931,390197,CONSORCIO VIAL YANAS,390197
20932,390334,CONSORCIO LLOQUE 02,390334
20933,390503,CONSORCIO CAMOBRA,390503
20934,390508,CONSORCIO VÍAS INGENIO,390508
20935,390509,CONSORCIO JACAS,390509
20936,390514,CONSORCIO NAEL,390514
20937,390523,CONSORCIO PALKA SUMAQ,390523
20938,390533,CONSORCIO NAEL,390533
20939,390537,CONSORCIO VIRGEN DEL ROSARIO,390537
20940,390543,CONSORCIO JACOB,390543
20941,390558,CONSORCIO EL MESON,390558
20942,390570,CONSORCIO SUPERVISOR CUNCA,390570
20943,390572,CONSORCIO VÍAS SANTA CATALINA,390572
20944,390613,CONSORCIO TRUJILLO,390613
20945,390631,CONSORCIO PABELLÓN B2,390631
20946,390643,CONSORCIO VIAL BAGUA,390643
20947,390648,CONSORCIO SUPERVISOR PANAQUE,390648
20948,390651,CONSORCIO CONSULTOR SAN PEDRO,390651
20949,390655,CONSORCIO VÍAS SAN GERONIMO,390655
20950,390721,CONSORCIO MOLINO,390721
20951,390728,CONSORCIO URIHUANA,390728
20952,390750,CONSORCIO VIAL OCUMAL,390750
20953,390763,CONSORCIO INGENIEROS VIALES,390763
20954,390767,CONSORCIO VIAL CMC,390767
20955,390770,CONSORCIO GSA-HUAMALIES,390770
20956,390786,CONSORCIO ANDINO,390786
20957,390792,CONSORCIO GEO VIAS,390792
20958,390798,CONSORCIO LIAMC-VIAL,390798
20959,390845,CONSORCIO SANTA ROSA,390845
20960,390852,consorcio malvas,390852
20961,390868,CONSORCIO PORVENIR,390868
20962,390915,CONSORCIO VIAL NORTE,390915
20963,390927,REPRESENTACIONES MEDICAS MM SAC - ALFY MEDICA EIRL,390927
20964,390942,CONSORCIO VIAL CAMELIN,390942
20965,391011,CONSORCIO VIAL NORTE,391011
20966,391020,CONSORCIO NOGALCUCHO,391020
20967,391069,CONSORCIO CONSERVADOR PISUQUIA,391069
20968,391080,CONSORCIO FORTALEZA,391080
20969,391103,CONSORCIO CHACCRAMPA,391103
20970,391106,CONSORIO N y C,391106
20971,391121,CONSORCIO QUECHUALLA 2020,391121
20972,391149,CONSORCIO PACOBAMBA,391149
20973,391150,CONSORCIO NAPO,391150
20974,391165,CONSORCIO MAFRA,391165
20975,391169,CONSORCIO SV INGENIEROS,391169
20976,391186,CONSORCIO SUPERVISOR SANTIAGO,391186
20977,391191,CONSORCIO LLAMARA,391191
20978,391192,CONSORCIO IMPERIO,391192
20979,391218,CONSORCIO MIR,391218
20980,391219,CONSORCIO SUSANA FLORES,391219
20981,391224,CONSORCIO HUAMBA BAJA,391224
20982,391235,CONSORCIO SUPER MAKO,391235
20983,391243,CONSORCIO SUPER LAMUD,391243
20984,391249,CONSORCIO YESHUA,391249
20985,391259,CONSORCIO MACKRE,391259
20986,391276,CONSORCIO SUPERVISOR,391276
20987,391300,CONSORCIO VIRGEN DE COCHARCAS,391300
20988,391309,CONSORCIO SAN ANTONIO,391309
20989,391322,CONSORCIO ARMA,391322
20990,391325,CONSORCIO MAFRA,391325
20991,391328,CONSORCIO TAHUANTINSUYO,391328
20992,391330,CONSORCIO VIAL,391330
20993,391331,CONSORCIO CHACCRAMPA,391331
20994,391334,CONSORCIO VIAL PROCONG,391334
20995,391337,CONSORCIO VIAL ,391337
20996,391340,CONSORCIO VIAL ZEUS,391340
20997,391343,CONSORCIO SUPER LEON,391343
20998,391378,CONSORCIO VIAL,391378
20999,391385,consorcio estructural,391385
21000,391397,CONSORCIO VIAL HUARAZ,391397
21001,391430,CONSORCIO URANIO,391430
21002,391509,CONSORCIO VIAL CAMPORREDONDO,391509
21003,391532,CONSORCIO BIOVIDA,391532
21004,391574,CONSORCIO WAYQUI,391574
21005,391643,CONSORCIO CONSULTOR OR,391643
21006,391749,CONSORCIO VILCAS HUAMAN,391749
21007,391753,CONSORCIO ARUNTA,391753
21008,391786,CONSORCIO PAUJIL,391786
21009,391818,CONSORCIO VIAL SUR,391818
21010,391820,CONSORCIO QUÍMICA SUIZA S.A.C - MERCK SHARP & DOHME PERÚ SRL,391820
21011,391823,CONSORCIO SUPERVISOR SAN AGUSTIN,391823
21012,391824,CONSORCIO SANTA LUCIA,391824
21013,391846,CONSORCIO SAN LUCAS,391846
21014,391847,CONSORCIO DOS DE MAYO,391847
21015,391857,CONSORCIO MARIANO,391857
21016,391860,CONSORCIO SAN CRISTOBAL,391860
21017,391882,CONSORCIO SAMUGARI,391882
21018,391903,CONSORCIO VIAL DELBET,391903
21019,391912,CONSORCIO ELENA,391912
21020,391919,CONSORCIO RAYMONDI,391919
21021,391951,CONSORCIO LEO,391951
21022,391968,CONSORCIO COINPRO SAC - FAMEDI SAC,391968
21023,391971,CONSORCIO CANCEJOS,391971
21024,391986,CONSORCIO JSR,391986
21025,391994,CONSORCIO SAN MARTÍN DE PORRES,391994
21026,391998,CONSORCIO VIAL YAMOBAMBA,391998
21027,392009,CONSORCIO SAN AGUSTIN,392009
21028,392014,CONSORCIO MARLON,392014
21029,392025,CONSORCIO AYACUCHO,392025
21030,392041,CONSORCIO SUPERVISOR RJ,392041
21031,392048,CONSORCIO SUPERVISOR SAN MARTÍN,392048
21032,392082,CONSORCIO SAN PEDRO,392082
21033,392094,CONSORCIO AYACUCHO,392094
21034,392118,CONSORCIO SALKANTAY,392118
21035,392133,CONSORCIO SANTA ROSA,392133
21036,392168,CONSORCIO RIEGO MOSCA,392168
21037,392179,CENTRO MÉDICO CLÍNICA SAN JUDAS TADEO S.A. Y MECICINA EXTERNA S.A.,392179
21038,392189,CONSORCIO WARI,392189
21039,392192,CONSORCIO VIAL CHINCHEROS,392192
21040,392210,CONSORCIO KAWI MAKI,392210
21041,392213,consorcio callanca,392213
21042,392223,CONSORCIO HUANCA,392223
21043,392236,CONSORCIO PERU,392236
21044,392248,PARARA,392248
21045,392261,CONSORCIO SAN MARTÍN,392261
21046,392262,ELMAGSTAREIRL/ATENCIONES RAPIDAS COMERCIALES EIRL,392262
21047,392263,CONSORCIO BOCATOMA,392263
21048,392286,CONSORCIO INTI RAYMI,392286
21049,392290,Consorcio torre fuerte uchumarca bolivar ,392290
21050,392293,CONSORCIO SS&PC,392293
21051,392302,CONSORCIO LOSA MARIATEGUI,392302
21052,392311,CONSORCIO MILLI MILLI,392311
21053,392329,CONSORCIO DRELCA,392329
21054,392347,CONSORCIO GRIMANEZA PAREDES DE NITZUMA,392347
21055,392368,CONSORCIO INGENIERIA,392368
21056,392369,CONSORCIO PINTOBAMBA,392369
21057,392382,CONSORCIO 10 DE MARZO,392382
21058,392396,CONSORCIO SUPERVISOR JUAN GUERRA,392396
21059,392404,CONSORCIO PROYECTOS E INVERSIONES SAN JUAN DIEGO,392404
21060,392412,CONSORCIO SUPERVISOR REP. ECUADOR,392412
21061,392413,CONSORCIO SUPERVISOR J Y R ,392413
21062,392420,CONSORCIO PAMPAMARCA,392420
21063,392432,CONSORCIO PEÑON DE ORO,392432
21064,392437,CONSORCIO MANCHURIA,392437
21065,392458,CONSORCIO CV,392458
21066,392568,CONSORCIO SUPERVISION WINAND,392568
21067,392574,CONSORCIO SAN MIGUEL,392574
21068,392577,CONSORCIO PACIFICO,392577
21069,392578,CONSORCIO SUPERVISOR LIMA,392578
21070,392584,CONSORCIO INKAMAQ PERU,392584
21071,392598,CONSORCIO SUPERVISION CAMVEC,392598
21072,392601,CONSORCIO OTAO,392601
21073,392603,CONSORCIO LIMA,392603
21074,392612,CONSORCIO INKAMAQ PERU,392612
21075,392619,CONSORCIO TANTAMAYO,392619
21076,392630,Chubb-Liberty,392630
21077,392633,CONSORCIO LAGUNA,392633
21078,392642,CONSORCIO VIAL SAN MARTIN,392642
21079,392647,CONSORCIO PAVIMENTOS RANCHOS,392647
21080,392657, CONSORCIO HUIRIRIMA,392657
21081,392668,CONSORCIO KATARI,392668
21082,392669,CORPORACIÓN AUTOMOTRIZ,392669
21083,392697,CONSORCIO REATEGUI,392697
21084,392715,CONSORCIO MAXWEL,392715
21085,392743,CONSORCIO ALCCAVICTORIA,392743
21086,392764,CONSORCIO SANTA ROSA,392764
21087,392768,CONSORCIO SUPERVISOR BASADRE II,392768
21088,392775,CONSORCIO SANTA ROSA,392775
21089,392776,CONSORCIO CORPORACION MARGARITA CIA SAC / MEGA INTEGRAL SAC,392776
21090,392782,CONSORCIO SUPERVISOR CHUGAY,392782
21091,392787,CONSORCIO KALLPA,392787
21092,392796,CONSORCIO SUPERVISOR BASADRE I,392796
21093,392818,CONSORCIO INSPECTORIA OYON,392818
21094,392828,CONSORCIO MARLOS,392828
21095,392829,CONSORCIO VERACRUZ,392829
21096,392860,CONSORCIO VIAL HUAYLLA,392860
21097,392867,CONSORCIO VIRGEN DE LA PUERTA,392867
21098,392870,CONSORCIO CARRETERO LURICOCHA,392870
21099,392871,CONSORCIO INSPECTORES QUELLOUNO,392871
21100,392875,CONSORCIO ESPERANZA,392875
21101,392876,CONSORCIO RUMI,392876
21102,392905,CONSORCIO EDUCATIVO NORTE,392905
21103,392945,CONSORCIO ALFA,392945
21104,392946,CONSORCIO HUAYAN,392946
21105,392953,CONSORCIO SAN MIGUEL,392953
21106,392975,CONSORCIO RUNA,392975
21107,393021,CONSORCIO RAMON CASTILLA,393021
21108,393063,CONSORCIO EJECUTOR I3C,393063
21109,393107,CONSORCIO VIAL PISHUAYA,393107
21110,393133,CONSORCIO VIAL BARRANQUITA,393133
21111,393205,CONSORCIO CYF,393205
21112,393237,CONSORCIO VALDICO,393237
21113,393249,CONSORCIO SAN JUAN DE YANAC,393249
21114,393252,CONSORCIO MANANTIAL,393252
21115,393292,PUCARA,393292
21116,393311,CONSORCIO REPRESA J.J,393311
21117,393345,CONSORCIO SERVICIOS NAUTA,393345
21118,393458,CONSORCIO SUPERVISOR EP,393458
21119,393467,AGUA SAN LORENZO,393467
21120,393563,FERRETERO PIURA,393563
21121,393589,CONSORCIO QUIÑONES,393589
21122,393593,CONSORCIO MAJAMBO,393593
21123,393627,CONSORCIO BIOSFE 20,393627
21124,393678,CONSORCIO SAN JUAN DE MIRAFLORES,393678
21125,393719,CONSORCIO VIAL CANCHAQUE,393719
21126,393725,CONSORCIO AMAZONAS II,393725
21127,393743,CONSORCIO SAN VALENTIN,393743
21128,393751,CONSORCIO MARIA PARADO,393751
21129,393763,CONSORCIO CUIPARILLO,393763
21130,393811,CONSORCIO CHILCAYOC,393811
21131,393844,CONSORCIO OBRAS TEINGECON,393844
21132,393872,CONSORCIO CHARAMAYO,393872
21133,393978,KUNTUR VIAS E.I.R.L - RCJ & HUAYTO,393978
21134,394029,CONSORCIO INGENORT CONSTRUCTORES,394029
21135,394205,CONSORCIO VEOLIA CIUDAD VERDE,394205
21136,394225,PERU,394225
21137,394245,CONSORCIO V&C,394245
21138,394262,CONSORCIO ALV,394262
21139,394451,CONSORCIO SAWAY,394451
21140,394480,CONSORCIO SAN CIRILO,394480
21141,394488,CONSORCIO CENTRO,394488
21142,394514,CONSORCIO PACLLÓN,394514
21143,394538,CONSORCIO SANTA ROSA,394538
21144,394540,CONSORCIO SINCAZ,394540
21145,394543,CONSORCIO CESAR VALLEJO,394543
21146,394554,CONSORCIO ORQOKUNA,394554
21147,394581,CONSORCIO VIAL SINCON,394581
21148,394595,CONSORCIO VIAL 06,394595
21149,394611,CONSORCIO RURIS,394611
21150,394621,CONSORCIO EJECUTOR LA UNION,394621
21151,394623,CONSORCIO EJECUTOR MIRAFLORES,394623
21152,394644,CONSORCIO SUCCHA PRIMAVERAL,394644
21153,394656,CONSORCIO EJECUTOR SUCCHA,394656
21154,394683,CONSORCIO EL BADO,394683
21155,394687,CONSORCIO LINEAS OBER ,394687
21156,394689,CONSORCIO VIAL SANTO DOMINGO,394689
21157,394699,CONSORCIO NUEVO PERÚ,394699
21158,394713,CONSORCIO VILLA VICTORIA,394713
21159,394741,CONSORCIO JATUMPAMPA,394741
21160,394754,CONSORCIO VIAL IMPE,394754
21161,394775,CONSORCIO VIAL MOICAN,394775
21162,394783,CONSORCIO VIAL CALIFORNIA,394783
21163,394804,CONSORCIO NUEVA ALEJANDRIA ,394804
21164,394807,CONSORCIO VIAL 01,394807
21165,394814,CONSORCIO VIAL SANTA ROSA,394814
21166,394816,CONSORCIO VIAL MIRAFLORES,394816
21167,394823,CONSORCIO NUEVO FORTALEZA,394823
21168,394826,CALCONGA,394826
21169,394829,CONSORCIO VIAL LA CHIRA,394829
21170,394838,CONSORCIO FARCOP SERVIS,394838
21171,394855,CONSORCIO SUPERVISOR ANCHUCAYA,394855
21172,394861,CONSORCIO PUYANGO,394861
21173,394864,CONSORCIO VIAL SUCCHA,394864
21174,394881,CONSORCIO LA VICTORIA,394881
21175,394886,CONSORCIO VIAL CRUZ DE CHUCA,394886
21176,394898,CONSORCIO VIAL EL TAMBILLO,394898
21177,394901,CONSORCIO SHIRIA,394901
21178,394921,CONSORCIO VIAL 07,394921
21179,394928,CONSORCIO VIAL ANDES DEL SUR,394928
21180,394950,CONSORCIO VIRGENES DEL SOL,394950
21181,394962,CONSORCIO BANQUETE A BORDO,394962
21182,394974,CONSORCIO BANQUETE A BORDO,394974
21183,394978,CONSORCIO SUPERVISOR CONGALLA,394978
21184,395007,CONSORCIO YISAN,395007
21185,395037,CONSORCIO SANTA ROSA,395037
21186,395064,CONSORCIO SUPERVISOR YURACYACU,395064
21187,395118,CONSORCIO TICAPAMPA ,395118
21188,395129,LICHTFIELD,395129
21189,395135,CONSORCIO CALIPUY,395135
21190,395144,CONSORCIO SAN MARTIN,395144
21191,395178,CONSORCIO ANCHUCAYA,395178
21192,395184,LICHTFIELD,395184
21193,395196,CONSORCIO CHAPAIRA,395196
21194,395208,CONSORCIO VIAL OLLEROS,395208
21195,395214,VIPE,395214
21196,395215,CONSORCIO LOBOYOC INGENIEROS,395215
21197,395231,VIPE,395231
21198,395234,VIPE,395234
21199,395244,CONSORCIO M Y C EDIFICA,395244
21200,395246,GLOBAL BUSINESS LOGISTICS INC./ARIES AVIATION CORPORATION,395246
21201,395256,CONSORCIO EL PLATANAL,395256
21202,395289,CONSORCIO VIAL ANCASH,395289
21203,395291,CONSORCIO SUPERVISOR GRAU,395291
21204,395295,CORPORACION EMPRESARIAL CYZ S.A.C. - BAFOR SEGURIDAD INTEGRAL S.A.C.,395295
21205,395301,CONSORCIO JH,395301
21206,395333,CONSORCIO BADO,395333
21207,395337,CONSORCIO HORIZONTE,395337
21208,395348,CONSORCIO AYESA,395348
21209,395363,CONSORCIO SANTA ROSA,395363
21210,395365,CONSORCIO VIAL CORONGO,395365
21211,395391,CONSORCIO SANTA ROSA,395391
21212,395422,CONSORCIO LIMA NORTE,395422
21213,395436,CONSORCIO LIMA NORTE,395436
21214,395443,CONSORCIO SUPERVISOR MANUEL SEOANE,395443
21215,395451,CONSORCIO LIMA NORTE,395451
21216,395470,CONSORCIO K Y C,395470
21217,395478,CONSORCIO LIMA NORTE,395478
21218,395574,consorcio nazareno,395574
21219,395588,CONSORCIO VIRGEN DEL CARMEN,395588
21220,395590,CONSORCIO IMELEC,395590
21221,395642,CONSORCIO VIAL SAGITARIO,395642
21222,395660,CONSORCIO SUR VIAL,395660
21223,395689,CONSORCIO VIAL SAGITARIO,395689
21224,395712,CONSORCIO VIAL SAGITARIO,395712
21225,395716,CONSORCIO G & D ,395716
21226,395721,CONSORCIO Q&L,395721
21227,395759,CONSORCIO PAKAMUROS,395759
21228,395762,CONSORCIO CAMPANILLA 5,395762
21229,395794,CONSORCIO CAMPANILLA 4,395794
21230,395817,CONSORCIO SIERRA NORTE,395817
21231,395871,CONSORCIO CORPORACION ARIAN,395871
21232,395927,CONSORCIO NORTE,395927
21233,395935,CONSORCIO IGNACIO MERINO,395935
21234,395965,CONSORCIO VIRGEN DE LA NATIVIDAD,395965
21235,395975,CONSORCIO ITAS & PCOM,395975
21236,396006,CONSORCIO VILLA UNION,396006
21237,396026,CONSORCIO SAN LORENZO,396026
21238,396028,CONSORCIO SAN PEDRO,396028
21239,396044,CONSORCIO JIRETH,396044
21240,396053,CONSORCIO VIAL ACOBAMBA,396053
21241,396056,CONSORCIO PALERMO,396056
21242,396062,CONSORCIO CATAMARCA,396062
21243,396087,CONSORCIO QUINUAL,396087
21244,396094,CONSORCIO VIAL,396094
21245,396095,CONSORCIO VIAL ANDINO,396095
21246,396106,CONSORCIO VIAL CALAHUAYA,396106
21247,396135,CONSORCIO TZAQTZA,396135
21248,396141,CONSORCIO VIAL ANACONDA,396141
21249,396169,CONSORCIO VIAL HUACHUPAMPA,396169
21250,396188,CONSORCIO VIAL BURLAN,396188
21251,396233,CONSORCIO M&I SAN JACINTO,396233
21252,396236,CONSORCIO OREPI,396236
21253,396247,CONSORCIO VIAL PURUNHUASI,396247
21254,396274,ALFIL CONSULTORIA Y COMUNICACIONES S.A.C - ADISTEC PERU S.A.C,396274
21255,396287,CONSORCIO VIAL CIELO,396287
21256,396304,CONSORCIO VIRGEN DEL ROSARIO,396304
21257,396315,CONSORCIO VIAS DE LOS COLONIZADORES,396315
21258,396324,CONSORCIO HUALLAGA,396324
21259,396330,CONSORCIO VIAL LA HUACA,396330
21260,396331,CONSORCIO VIAL VC,396331
21261,396332,CONSORCIO VIAL PERSA,396332
21262,396353,CONSORCIO VIAL CHONTALI,396353
21263,396354,CONSORCIO INSPECCION HOLISTICA,396354
21264,396376,CONSORCIO COMERCIALIZADORA A Y V SCRL Y ROSA VANESSA LUIS VALLE ,396376
21265,396395,CONSORCIO VIAL OYON,396395
21266,396399,CONSORCIO VIAL AMJU,396399
21267,396400,CONSORCIO QUINUAL,396400
21268,396417,CONSORCIO ARCEN ,396417
21269,396436,CONSORCIO AYACUCHO,396436
21270,396439,CONSORCIO JT,396439
21271,396440,CONSORCIO PRUSIA,396440
21272,396446,CONSORCIO C,396446
21273,396449,CONSORCIO NUEVO VILLA RICA,396449
21274,396462,CONSORCIO SANCHEZ,396462
21275,396480,CONSORCIO SEÑOR DE HUANCA,396480
21276,396483,CONSORCIO TICRAPO,396483
21277,396508,CONSORCIO SUPERVISOR CANTA,396508
21278,396539,CONSORCIO SANTA CLARA,396539
21279,396566,CONSORCIO ASKAN,396566
21280,396586,CONSORCIO NUEVO PERÚ,396586
21281,396587,CONSORCIO ALTO SAN JUAN,396587
21282,396592,CONSORCIO SEÑOR DE LOS MILAGROS - MANANTAY,396592
21283,396601,CONSORCIO SELVA ALEGRE,396601
21284,396622,CONSORCIO SANTA ROSENDA,396622
21285,396629,RIO NEGRO,396629
21286,396638,CONSORCIO VIAL MILAGROS,396638
21287,396653,CONSORCIO SAN ANTONIO,396653
21288,396669,VIAL INGENIERIA,396669
21289,396672,CONSORCIO SUPERVISOR ATAHUALLPA - ALTO INCARI,396672
21290,396682,CONSORCIO UNIVERSAL LLAYLLA,396682
21291,396686,CONSORCIO VIAS ZAPOTE,396686
21292,396700,CONSORCIO SAN ISIDRO,396700
21293,396703,CONSORCIO HUACHIPA,396703
21294,396708,CONSORCIO HUAYHUANTE - SAN PABLO,396708
21295,396720,CONSORCIO VIAS TUPAC AMARU,396720
21296,396721,CONSORCIO SANTA ROSA,396721
21297,396733,CONSORCIO VIAS MOHENA,396733
21298,396746,CONSORCIO LA VICTORIA,396746
21299,396757,CONSORCIO F&M CONSULTORES,396757
21300,396770,CONSORCIO LA CAPILLA 3,396770
21301,396794,CONSORCIO CONSULTOR BELLA,396794
21302,396840,CONSORCIO SAN MARCOS,396840
21303,396844,CONSORCIO JUALEX CAMINOS CHEPEN,396844
21304,396859,CONSORCIO CANTUTA,396859
21305,396867,CONSORCIO COMAR,396867
21306,396880,CONSORCIO OLMOS,396880
21307,396898,CONSORCIO CHUQUIS,396898
21308,396925,CONSORCIO PRIMAVERA,396925
21309,396932,CONSORCIO HUAMBRAC,396932
21310,396944,CONSORCIO OLIVOS,396944
21311,396966,CONSORCIO MEJORANDO CAMINOS,396966
21312,396967,CONSORCIO SANTA ROSA,396967
21313,396972,LA MANO DE DIOS,396972
21314,397001,CONSORCIO MIGUEL GRAU,397001
21315,397007,CONSORCIO LIMA NORTE,397007
21316,397010,CONSORCIO SARA SARA ,397010
21317,397022,CONSORCIO SAVARENI,397022
21318,397026,CONSORCIO JULCA,397026
21319,397080,consorcio expediente colpa,397080
21320,397130,CONSORCIO SAN JOSE,397130
21321,397133,CONSORCIO VIAL JOLLUCO,397133
21322,397154,CONSORCIO VIAL VC,397154
21323,397162,CONSORCIO ELOHIM,397162
21324,397175,CONSORCIO HERRERA,397175
21325,397179,CONSORCIO MANTENIMIENTO VIAL PACAE,397179
21326,397202,CONSORCIO PICHARI,397202
21327,397209,CONSORCIO OYOLO,397209
21328,397229,CONSORCIO ESPERANZA,397229
21329,397323,CONSORCIO SUPERVISION PUCAYACU,397323
21330,397348,CONSORCIO NUEVO PROGRESO,397348
21331,397354,CONSORCIO SUPERVISOR VIAL PACAE,397354
21332,397359,CONSORCIO SALUD SAN BORJA,397359
21333,397399,CONSORCIO SUPERVISOR VIAL PUMAHUASI,397399
21334,397423,CONSORCIO VIRGEN DEL CARMEN,397423
21335,397441,CONSORCIO AGUA SALADA,397441
21336,397453,CONSORCIO MERCEDES,397453
21337,397468,CONSORCIO CADENA,397468
21338,397470,CONSORCIO CONSTRUCTOR LAYNAS,397470
21339,397476,CONSORCIO SION,397476
21340,397479,CONSORCIO DOKKO,397479
21341,397491,CONSORCIO CHIHUACO,397491
21342,397492,CONSORCIO CHEMA,397492
21343,397494,CONSORCIO THANATHOS,397494
21344,397500,CONSORCIO CASILLAS,397500
21345,397506,CONSOCIO CHUMO,397506
21346,397509,CONSORCIO COMAS,397509
21347,397511,CONSORCIO PAMPACHIRI,397511
21348,397514,CONSORCIO ARES,397514
21349,397517,CONSORCIO MONTANA,397517
21350,397526,CONSORCIO LUMBRERA,397526
21351,397540,CONSORCIO VIAL SANTIAGO,397540
21352,397554,CONSORCIO: CONSTRUCTORA E INMOBILIARIA J Y T S.A.C. / DUMONT S.A.C. CONSTRUCCIONES Y SERVICIOS GENERALES,397554
21353,397559,CONSORCIO DEL ANDE,397559
21354,397574,VIAL PUTACA - MITUA,397574
21355,397588,CONSORCIO INTEGRACION SEÑOR DEL TRIUNFO,397588
21356,397592,CONSORCIO APURIMAC,397592
21357,397628,CONSORCIO MANGAYPA,397628
21358,397635,CONSORCIO CONSTRUYE,397635
21359,397669,CONSORCIO VIAL CCOCHA,397669
21360,397701,CONSORCIO SINERINGROUP,397701
21361,397714,CONSORCIO NUEVO PARAISO,397714
21362,397727,CONSORCIO SAN GERONIMO,397727
21363,397734,CONSORCIO AUTONIZA EQUIPOS AMBIENTALES,397734
21364,397749,CONSORCIO AYACUCHO,397749
21365,397785,CONSORCIO VIAL JOLIHAN,397785
21366,397803,CONSORCIO SUPERVISOR TINTIRE 004,397803
21367,397812,CONSORCIO DEL NORTE,397812
21368,397814,CONSORCIO PALERMO,397814
21369,397821,CONSORCIO VIAL,397821
21370,397822,CONSORCIO SEÑOR DE LUREN,397822
21371,397824,CONSORCIO ARIES,397824
21372,397832,CONSORCIO CUMBEMAYO,397832
21373,397840,CONSORCIO TADEO,397840
21374,397872,CONSORCIO SANTA MARIA,397872
21375,397918,CONSORCIO VIAL CCOCHA,397918
21376,397920,CONSORCIO GALCO INGENIEROS,397920
21377,397971,CONSORCIO PONCE DE LEON,397971
21378,398005,CONSORCIO ANCASH,398005
