,CodCte,RucCte,NomCte,CodTipCte
2581,20452578949,20452578949,GOBIERNO REGIONAL DE ICA - U.E. 404 HOSPITAL SAN JUAN DE DIOS PISCO,
2582,20452685435,20452685435,SERVICIO DE ADMINISTRACION TRIBUTARIA DE PISCO,
2583,20452720796,20452720796,GOBIERNO REGIONAL DE AYACUCHO - EDUCACION SUR PAUZA,
2584,20452726999,20452726999,GOBIERNO REGIONAL DE ICA - RED DE SALUD ICA,
2585,20452795028,20452795028,INSTITUTO VIAL PROVINCIAL DE CANGALLO,
2586,20452795290,20452795290,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE FAJARDO,
2587,20452797748,20452797748,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE PARINACOCHAS,
2588,20452802172,20452802172,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE LA MAR,
2589,20452806755,20452806755,INSTITUTO VIAL PROVINCIAL DE VILCAS HUAMAN,
2590,20453223788,20453223788,GOBIERNO REGIONAL DE TACNA-HOSPITAL HIPOLITO UNANUE,
2591,20453383475,20453383475,GOBIERNO REGIONAL DE CAJAMARCA-GERENCIA SUB-REGIONAL CUTERVO,
2592,20453743862,20453743862,GOBIERNO REGIONAL DE CAJAMARCA DIRECCION REGIONAL AGRARIA CAJAMARCA,
2593,20453744168,20453744168,GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,
2594,20453798764,20453798764,INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE SAN MIGUEL,
2595,20453799493,20453799493,INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE CAJABAMBA,
2596,20453807267,20453807267,SERVICIO DE ADMINISTRACION TRIBUTARIA DE CAJAMARCA,
2597,20453944337,20453944337,GOBIERNO REGIONAL DE MOQUEGUA - UNIDAD EJECUTORA 303 SANCHEZ CERRO,
2598,20454058187,20454058187,GOBIERNO REGIONAL DE AREQUIPA ZONA ESPECIAL DE DESARROLLO MATARANI,
2599,20454157592,20454157592,GOBIERNO REGIONAL DE AREQUIPA - SALUD RED PERIFERICA AREQUIPA,
2600,20454696205,20454696205,INSTITUTO VIAL PROVINCIAL CAYLLOMA,
2601,20454936524,20454936524,INSTITUCION VIAL PROVINCIAL MUNICIPAL DE CONDESUYOS,
2602,20454984847,20454984847,GOBIERNO REGIONAL DE AREQUIPA - INSTITUTO REGIONAL DE ENFERMEDADES NEOPLASICAS DEL SUR,
2603,20455187363,20455187363,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE CASTILLA,
2604,20455193096,20455193096,INSTITUTO VIAL PROVINCIAL DE LA UNION,
2605,20455220328,20455220328,INSTITUTO VIAL PROVINCIAL DE CAMANA,
2606,20455337276,20455337276,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE ISLAY,
2607,20456310959,20456310959,CORTE SUPERIOR DE JUSTICIA DE AREQUIPA,
2608,20456318429,20456318429,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE AREQUIPA,
2609,20458605662,20458605662,FONDO NACIONAL DE FINANCIAMIENTO DE LA ACTIVIDAD EMPRESARIAL - FONAFE,
2610,20473400473,20473400473,PROGRAMA NACIONAL DE EMPLEO JUVENIL JOVENES PRODUCTIVOS,
2611,20477197630,20477197630,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE PATAZ,
2612,20477240403,20477240403,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE CHEPEN,
2613,20477368621,20477368621,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE GRAN CHIMU,
2614,20477412549,20477412549,TRANSPORTES METROPOLITANOS DE TRUJILLO,
2615,20477550429,20477550429,CORTE SUPERIOR DE JUSTICIA DE LA LIBERTAD,
2616,20477906461,20477906461,AUTORIDAD NACIONAL DEL SERVICIO CIVIL,
2617,20477936882,20477936882,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,
2618,20478053178,20478053178,SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP,
2619,20479393568,20479393568,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,
2620,20479568627,20479568627,GOBIERNO REGIONAL DE AMAZONAS - HOSPITAL DE APOYO BAGUA,
2621,20479569780,20479569780,GOBIERNO REGIONAL DE LAMBAYEQUE SEDE CENTRAL,
2622,20479569861,20479569861,GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL,
2623,20479571091,20479571091,SERVICIO DE ADMINISTRACION TRIBUTARIA DE FERRENAFE SAT FE,
2624,20479590983,20479590983,GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA SAN IGNACIO,
2625,20479801275,20479801275,CENTRO DE GESTION TRIBUTARIA DE CHICLAYO - CGT,
2626,20479950271,20479950271,INSTITUTO VIAL PROVINCIAL DE JAEN,
2627,20479951757,20479951757,GOBIERNO REGIONAL DE AMAZONAS - UGEL CONDORCANQUI,
2628,20479954691,20479954691,GOBIERNO REGIONAL DE LAMBAYEQUE - UGEL FERRENAFE,
2629,20479954772,20479954772,GOBIERNO REGIONAL DE LAMBAYEQUE - UGEL LAMBAYEQUE,
2630,20480108222,20480108222,UNIDAD EJECUTORA 005 NAYLAMP-LAMBAYEQUE,
2631,20480501668,20480501668,INSTITUTO VIAL PROVINCIAL DE SAN IGNACIO IVP-SI,
2632,20480540302,20480540302,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE BONGARA,
2633,20480558341,20480558341,INSTITUTO VIAL MUNICIPAL PROVINCIAL DE LAMBAYEQUE,
2634,20480603584,20480603584,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE FERRENAFE,
2635,20480622619,20480622619,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE SANTA CRUZ,
2636,20480692668,20480692668,"PROYECTO PARA EL FORTALECIMIENTO DE LOS ACTIVOS, LOS MERCADOS Y LAS POLITICAS DE DESARROLLO RURAL",
2637,20480716516,20480716516,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE UTCUBAMBA,
2638,20480776250,20480776250,POLICIA NACIONAL DEL PERU - II DIRECCION TERRITORIAL CHICLAYO,
2639,20480780877,20480780877,GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 404 - SALUD UTCUBAMBA,
2640,20480833075,20480833075,GOBIERNO REGIONAL DE CAJAMARCA-UNIDAD DE GESTION EDUCATIVA LOCAL SANTA CRUZ,
2641,20481042403,20481042403,GOBIERNO REGIONAL DE LA LIBERTAD - UNIDAD DE GESTION EDUCATIVA DE VIRU,
2642,20481297223,20481297223,SERVICIO DE ADMINISTRACION DE INMUEBLES MUNICIPALES DE TRUJILLO,
2643,20481592063,20481592063,SERVICIO DE GESTION AMBIENTAL DE TRUJILLO - SEGAT,
2644,20481755621,20481755621,GOBIERNO REGIONAL DE LA LIBERTAD - INST.REG.DE ENFERMEDADES NEOPLASICAS LUIS PINILLOS GANOZA,
2645,20481772550,20481772550,POLICIA NACIONAL DEL PERU - III REGION TERRITORIAL TRUJILLO,
2646,20482535128,20482535128,UNIDAD EJECUTORA 115 MARCAHUAMACHUCO,
2647,20483721553,20483721553,GOBIERNO REGIONAL DE PIURA-SALUD MORROPON-CHULUCANAS,
2648,20483997541,20483997541,GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO I CHULUCANAS,
2649,20484002992,20484002992,GOBIERNO REGIONAL DE PIURA-GERENCIA SUB REGIONAL MORROPON HUANCABAMBA,
2650,20484003883,20484003883,GOBIERNO REGIONAL DE TUMBES Sede Central,
2651,20484004421,20484004421,GOBIERNO REGIONAL DE PIURA SEDE CENTRAL,
2652,20484014907,20484014907,GOBIERNO REGIONAL DE PIURA-EDUCACION ALTO PIURA,
2653,20484167720,20484167720,GOBIERNO REGIONAL DE PIURA - UNIDAD DE GESTION EDUCATIVA LOCAL AYABACA,
2654,20484249882,20484249882,GOBIERNO REGIONAL DE PIURA - UNIDAD DE GESTION EDUCATIVA LOCAL DE TALARA,
2655,20484347205,20484347205,GOBIERNO REGIONAL DE PIURA ZONA ESPECIAL DE DESARROLLO PAITA,
2656,20485931199,20485931199,POLICIA NACIONAL DEL PERU - VIII DIRECCION TERRITORIAL HUANCAYO,
2657,20485962400,20485962400,MUNICIPALIDAD DISTRITAL DE ASCENSION,
2658,20486020882,20486020882,GOBIERNO REGIONAL DE HUANCAVELICA Sede Central,
2659,20486021692,20486021692,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,
2660,20486022583,20486022583,GOBIERNO REGIONAL DE PASCO - UNIDAD DE GESTION EDUCATIVA DE OXAPAMPA,
2661,20486041294,20486041294,GOBIERNO REGIONAL DE JUNIN-EDUCACION SATIPO CHANCHAMAYO,
2662,20486048540,20486048540,GOBIERNO REGIONAL DE JUNIN - UNIDAD DE GESTION LOCAL TARMA,
2663,20486107228,20486107228,INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE HUANCAVELICA,
2664,20486112736,20486112736,INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE TAYACAJA,
2665,20486127920,20486127920,SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUANCAYO,
2666,20486154145,20486154145,GOBIERNO REGIONAL HUANCAVELICA-UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,
2667,20486387832,20486387832,INSTITUTO DE VIALIDAD MUNICIPAL DE HUANCAYO,
2668,20486391279,20486391279,GOBIERNO REGIONAL DE JUNIN - RED DE SALUD DEL VALLE DEL MANTARO,
2669,20486402904,20486402904,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE OXAPAMPA,
2670,20486411059,20486411059,INSTITUTO VIAL PROVINCIAL DE CHANCHAMAYO - IVP CHANCHAMAYO,
2671,20486488191,20486488191,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE CONCEPCION,
2672,20486588064,20486588064,INSTITUTO VIAL PROVINCIAL DE SATIPO - IVP SATIPO,
2673,20486672871,20486672871,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE JAUJA - IVP JAUJA,
2674,20486690349,20486690349,INSTITUTO VIAL PROVINCIAL CHUPACA,
2675,20486760908,20486760908,GOBIERNO REGIONAL HUANCAVELICA UNIDAD EJECUTORA 313 UNIDAD DE GESTION EDUCATIVA LOCAL CASTROVIRREYNA,
2676,20486982803,20486982803,GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL ANGARAES,
2677,20486987864,20486987864,GOBIERNO REGIONAL DE HUANCAVELICA GERENCIA SUB REGIONAL DE CASTROVIRREYNA,
2678,20486988836,20486988836,GOBIERNO REGIONAL DE HUANCAVELICA GERENCIA SUB REGIONAL ACOBAMBA,
2679,20486988917,20486988917,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE JUNIN,
2680,20486990148,20486990148,GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL CHURCAMPA,
2681,20486991110,20486991110,GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL DE TAYACAJA,
2682,20487182487,20487182487,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE ACOBAMBA,
2683,20487345882,20487345882,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE ANGARAES,
2684,20487463737,20487463737,UNIVERSIDAD NACIONAL DE JAEN,
2685,20487602281,20487602281,INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE CHACHAPOYAS,
2686,20487630811,20487630811,MANCOMUNIDAD MUNICIPAL DEL VALLE LA LECHE,
2687,20487671097,20487671097,GOBIERNO REGIONAL DE AMAZONAS - DIRECCION DE RED DE SALUD CONDORCANQUI,
2688,20487773841,20487773841,MANCOMUNIDAD MUNICIPAL FRENTE NORTE DEL ILUCAN,
2689,20487817725,20487817725,MANCOMUNIDAD MUNICIPAL DE PARAMOS Y CUENCAS DE JAEN,
2690,20487872319,20487872319,CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE,
2691,20487879241,20487879241,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE LAMBAYEQUE,
2692,20487911586,20487911586,GOBIERNO REGIONAL DE LAMBAYEQUE - HOSPITAL REGIONAL LAMBAYEQUE,
2693,20487911667,20487911667,GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 004 GERENCIA SUB REGIONAL UTCUBAMBA,
2694,20488336917,20488336917,GOBIERNO REGIONAL DE ANCASH-SALUD UTES RECUAY CARHUAZ,
2695,20488900758,20488900758,MUNICIPALIDAD DISTRITAL DE HUALLAGA,
2696,20488943996,20488943996,GOBIERNO REGIONAL DE SAN MARTIN-SUB REGION BAJO MAYO-TARAPOTO,
2697,20488951239,20488951239,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - EL DORADO,
2698,20488965701,20488965701,MUNICIPALIDAD DISTRITAL DE POLVORA,
2699,20489051291,20489051291,MUNICIPALIDAD DISTRITAL DE BARRANQUITA,
2700,20489107695,20489107695,MUNICIPALIDAD DISTRITAL DE CASPIZAPA,
2701,20489242550,20489242550,GOBIERNO REGIONAL DE SAN MARTIN - ALTO HUALLAGA TOCACHE,
2702,20489250731,20489250731,GOBIERNO REGIONAL DE HUANUCO SEDE CENTRAL,
2703,20489252270,20489252270,GOBIERNO REGIONAL DE PASCO SEDE CENTRAL,
2704,20489252601,20489252601,GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 403 SALUD LEONCIO PRADO,
2705,20489252784,20489252784,GOBIERNO REGIONAL DE HUANUCO-EDUCACION DOS DE MAYO,
2706,20489252865,20489252865,GOBIERNO REGIONAL DE HUANUCO-UNIDAD EJECUTORA 302 EDUCACION LEONCIO PRADO,
2707,20489285011,20489285011,INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE HUAMALIES,
2708,20489289190,20489289190,INSTITUTO VIAL PROVINCIAL DE LEONCIO PRADO,
2709,20489295831,20489295831,INSTITUTO VIAL PROVINCIAL MUNICIPAL DANIEL CARRION,
2710,20489425123,20489425123,GOBIERNO REGIONAL DE PASCO-UGEL DANIEL ALCIDES CARRION,
2711,20489448093,20489448093,INSTITUTO VIAL PROVINCIAL DE HUANUCO - IVP HUANUCO,
2712,20489498783,20489498783,GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD HUANUCO,
2713,20489588341,20489588341,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE PACHITEA,
2714,20489615925,20489615925,INSTITUTO VIAL PROVINCIAL DE AMBO,
2715,20489649234,20489649234,INSTITUTO VIAL PROVINCIAL DE PASCO - IVP-PASCO,
2716,20489994926,20489994926,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE LA CONVENCION,
2717,20490023438,20490023438,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE COTABAMBAS,
2718,20490212320,20490212320,UNIDAD EJECUTORA EDUCACION CHUMBIVILCAS,
2719,20490215850,20490215850,GOBIERNO REGIONAL DE CUSCO-RED DE SERVICIOS DE SALUD CUSCO NORTE,
2720,20490338773,20490338773,GOBIERNO REGIONAL DE APURIMAC-GERENCIA SUBREGIONAL CHINCHEROS,
2721,20490345397,20490345397,UNIDAD EJECUTORA MC-CUSCO,
2722,20490350986,20490350986,INSTITUTO VIAL PROVINCIAL MUNICIPAL AYMARAES,
2723,20490448951,20490448951,GOBIERNO REGIONAL DE MADRE DE DIOS - UNIDAD EJECUTORA 1392 SUBREGION MANU,
2724,20490499866,20490499866,INSTITUTO VIAL PROVINCIAL DE ESPINAR,
2725,20490600842,20490600842,GOBIERNO REGIONAL DE APURIMAC - UNIDAD EJECUTORA 004: PRO DESARROLLO APURIMAC,
2726,20490656716,20490656716,ORGANISMO PUBLICO DESCENTRALIZADO OPD PRO CHALLHUAHUACHO,
2727,20490742639,20490742639,GOBIERNO REGIONAL DE APURIMAC - UNIDAD DE GESTION EDUCATIVA LOCAL HUANCARAMA,
2728,20490758713,20490758713,MANCOMUNIDAD MUNICIPAL CORREDOR TURISTICO DE LA CUENCA ALTA DEL RIO APURIMAC,
2729,20490770683,20490770683,CORTE SUPERIOR DE JUSTICIA DE CUSCO,
2730,20490788973,20490788973,MANCOMUNIDAD MUNICIPAL AMAZONICA DE LA PROVINCIA DE LA CONVENCION,
2731,20490885316,20490885316,MANCOMUNIDAD MUNICIPAL VALLE SUR CUSCO,
2732,20490906844,20490906844,MANCOMUNIDAD MUNICIPAL TUPAC AMARU II,
2733,20490979990,20490979990,GOBIERNO REGIONAL DE APURIMAC - UNIDAD DE GESTION EDUCATIVA LOCAL DE AYMARAES,
2734,20490983245,20490983245,GOBIERNO REGIONAL DE APURIMAC - UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,
2735,20490983598,20490983598,GOBIERNO REGIONAL DE APURIMAC - UNIDAD DE GESTION EDUCATIVA LOCAL DE ABANCAY,
2736,20491074800,20491074800,MANCOMUNIDAD MUNICIPAL DE LA CUENCA DEL RIO SANTO TOMAS - AMSAT,
2737,20491174693,20491174693,ESTACION EXPERIMENTAL AGRARIA ANDENES-CUSCO,
2738,20491232057,20491232057,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DEL CUSCO,
2739,20491240157,20491240157,GOBIERNO REGIONAL DE APURIMAC - RED DE SALUD AYMARAES,
2740,20491240238,20491240238,GOBIERNO REGIONAL DE APURIMAC - RED DE SALUD GRAU,
2741,20491240319,20491240319,GOBIERNO REGIONAL DE APURIMAC - RED DE SALUD ANTABAMBA,
2742,20491240742,20491240742,GOBIERNO REGIONAL DE APURIMAC - UNIDAD EJECUTORA RED DE SALUD ABANCAY,
2743,20491244811,20491244811,GOBIERNO REGIONAL DE APURIMAC - RED DE SALUD COTABAMBAS,
2744,20491244900,20491244900,GOBIERNO REGIONAL DE APURIMAC - DIRECCION DE SALUD VIRGEN DE COCHARCAS CHINCHEROS,
2745,20491321661,20491321661,GOBIERNO REGIONAL DE LIMA-UNIDAD EJECUTORA LIMA SUR,
2746,20491348357,20491348357,INSTITUTO VIAL PROVINCIAL DE YAUYOS,
2747,20491363402,20491363402,UNIVERSIDAD NACIONAL DE CANETE,
2748,20491553791,20491553791,GOBIERNO REGIONAL DE CAJAMARCA UNIDAD EJECUTORA PROGRAMAS REGIONALES - PROREGION,
2749,20491573636,20491573636,GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL BAMBAMARCA,
2750,20491617943,20491617943,GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL CAJAMARCA,
2751,20491662060,20491662060,GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL CAJABAMBA,
2752,20492072479,20492072479,FONDO DE VIVIENDA MILITAR DE LA FUERZA AEREA DEL PERU - FOVIMFAP,
2753,20492080811,20492080811,IAFAS DE LA FUERZA AEREA DEL PERU (FOSFAP),
2754,20492966658,20492966658,MINISTERIO DEL AMBIENTE,
2755,20493196902,20493196902,GOBIERNO REGIONAL DE LORETO SEDE CENTRAL,
2756,20493197461,20493197461,GOBIERNO REGIONAL DE LORETO-EDUCACION MARISCAL RAMON CASTILLA,
2757,20493304055,20493304055,GOBIERNO REGIONAL DE LORETO - UNIDAD EJECUTORA 305 EDUCACION NAUTA,
2758,20493305370,20493305370,GOBIERNO REGIONAL DE LORETO - UGEL - REQUENA,
2759,20493394704,20493394704,MUNICIPALIDAD DISTRITAL DE TENIENTE MANUEL CLAVERO,
2760,20493452241,20493452241,MUNICIPALIDAD DISTRITAL DE ANDOAS,
2761,20493465491,20493465491,MUNICIPALIDAD PROVINCIAL DEL DATEM DEL MARANON,
2762,20493983289,20493983289,INSTITUTO VIAL PROVINCIAL DE ALTO AMAZONAS,
2763,20493998472,20493998472,GOBIERNO REGIONAL DE LORETO - HOSPITAL DE APOYO SANTA GEMA DE YURIMAGUAS,
2764,20494013453,20494013453,GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD EJECUTORA HOSPITAL II-2 TARAPOTO,
2765,20494326311,20494326311,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE HUANTA,
2766,20494401542,20494401542,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE SUCRE,
2767,20494443466,20494443466,SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUAMANGA - AYNI MUNICIPAL,
2768,20494642078,20494642078,GOBIERNO REGIONAL DE AYACUCHO - PROGRAMA REGIONAL DE IRRIGACION Y DESARROLLO RURAL INTEGRADO,
2769,20494643473,20494643473,GOBIERNO REGIONAL DE HUANCAVELICA - SUB REGION HUAYTARA,
2770,20494680832,20494680832,MANCOMUNIDAD MUNICIPAL LOS WARI,
2771,20494717001,20494717001,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD AYACUCHO NORTE,
2772,20494935504,20494935504,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA EDUCACION VRAE LA MAR,
2773,20494981280,20494981280,GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 406 : RED DE SERVICIOS DE SALUD KIMBIRI-PICHARI,
2774,20495097073,20495097073,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD DE GESTION EDUCATIVA LOCAL DE HUAMANGA,
2775,20495122361,20495122361,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD HUAMANGA,
2776,20495123091,20495123091,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA 305 EDUCACION HUANTA,
2777,20495133304,20495133304,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA EDUCACION UGEL SUCRE,
2778,20495156428,20495156428,GOBIERNO REGIONAL DE ICA - UNIDAD DE GESTION EDUCATIVA LOCAL PISCO,
2779,20495165761,20495165761,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD DE GESTION EDUCATIVA LOCAL DE VICTOR FAJARDO,
2780,20496132701,20496132701,INSTITUTO VIAL PROVINCIAL MUNICIPAL DE SAN MARCOS,
2781,20496152647,20496152647,INSTITUTO VIAL PROVINCIAL DE CUTERVO,
2782,20496162014,20496162014,INSTITUTO VIAL PROVINCIAL DE CHOTA,
2783,20496166605,20496166605,INSTITUTO VIAL PROVINCIAL DE HUALGAYOC BAMBAMARCA,
2784,20496193912,20496193912,INSTITUTO VIAL PROVINCIAL DE SAN PABLO,
2785,20496196261,20496196261,INSTITUTO VIAL PROVINCIAL DE CELENDIN,
2786,20496934866,20496934866,MUNICIPALIDAD DISTRITAL DE MAJES - VILLA EL PEDREGAL,
2787,20498041991,20498041991,SOCIEDAD DE BENEFICENCIA PUBLICA DE CARAVELI,
2788,20498151150,20498151150,INSTITUTO VIAL PROVINCIAL DE LA MUNICIPALIDAD DE AREQUIPA,
2789,20498390570,20498390570,GOBIERNO REGIONAL DE AREQUIPA Sede Central,
2790,20498392866,20498392866,GOBIERNO REGIONAL DE AREQUIPA-EDUCACION AREQUIPA SUR,
2791,20498538828,20498538828,GOBIERNO REGIONAL DE AREQUIPA-EDUCACION AREQUIPA NORTE,
2792,20501483517,20501483517,PROGRAMA DE APOYO A LA REFORMA DEL SECTOR SALUD - PARSALUD,
2793,20501508102,20501508102,UNIDAD COORD.PROY.INVESTIG. Y EXT. AGRICOLA - INCA AGRO,
2794,20502245032,20502245032,UNIVERSIDAD NACIONAL TECNOLOGICA DE LIMA SUR,
2795,20502628128,20502628128,DIRECCION NACIONAL DE INTELIGENCIA - DINI,
2796,20502733851,20502733851,EMPRESA MUNICIPAL DE SANTIAGO DE SURCO S.A. - EMUSSA,
2797,20503072719,20503072719,FONDO DE SEGURO DE RETIRO Y CESACION DE LA MGP - FOSERECE,
2798,20503503639,20503503639,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),
2799,20504007945,20504007945,PROGRAMA PARA LA GENERACION DE EMPLEO SOCIAL INCLUSIVO - TRABAJA PERU,
2800,20504380077,20504380077,POLICIA NACIONAL DEL PERU - DIRECCION DE SANIDAD,
2801,20504565794,20504565794,BANCO AGROPECUARIO,
2802,20504743307,20504743307,"MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO - ADMINISTRACION GENERAL",
2803,20504774288,20504774288,MINISTERIO DE COMERCIO EXTERIOR Y TURISMO,
2804,20504794637,20504794637,MINISTERIO DE LA PRODUCCION,
2805,20504915523,20504915523,AGENCIA PERUANA DE COOPERACION INTERNACIONAL,
2806,20505208626,20505208626,SEGURO INTEGRAL DE SALUD,
2807,20505211252,20505211252,FONDO DE PROMOCION DEL DESARROLLO FORESTAL,
2808,20505703554,20505703554,GOBIERNO REGIONAL DE CALLAO SEDE CENTRAL,
2809,20505752253,20505752253,OFICINA PREVISIONAL DE LAS FUERZAS ARMADAS,
2810,20505982259,20505982259,ZONA ARQUEOLOGICA CARAL,
2811,20507151320,20507151320,HOSPITAL JOSE AGURTO TELLO DE CHOSICA,
2812,20507180265,20507180265,ORGANISMO ESPECIAL DEL FONDO MI VIVIENDA MILITAR DEL EJERCITO,
2813,20507884408,20507884408,RED DE SERVICIOS DE SALUD DE VILLA EL SALVADOR,
2814,20507920722,20507920722,UNIDAD EJECUTORA NÂº 006 - INSTITUTO NACIONAL DE BIENESTAR FAMILIAR,
2815,20507945041,20507945041,RED DE SALUD TUPAC AMARU,
2816,20507970584,20507970584,RED DE SALUD SAN JUAN DE LURIGANCHO,
2817,20507992715,20507992715,RED DE SALUD SAN JUAN DE MIRAFLORES VILLA MARIA DEL TRIUNFO,
2818,20508011793,20508011793,COMISION ESPECIAL LIQUIDADORA DEL PRONAA CONSTITUIDA POR D.S. 007-2012-MIDIS,
2819,20508320150,20508320150,APOYO PARA MEJORAR LA OFERTA PRODUCTIVA Y FACILITAR EL COMERCIO EXTERIOR,
2820,20508353759,20508353759,AUTORIDAD MUNICIPAL DE LOS PANTANOS DE VILLA - PROHVILLA,
2821,20508650451,20508650451,IAFAS DEL EJERCITO DEL PERU (FOSPEME),
2822,20509139700,20509139700,FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,
2823,20509510149,20509510149,SISTEMA METROPOLITANO DE LA SOLIDARIDAD,
2824,20509645150,20509645150,MTC - AUTORIDAD PORTUARIA NACIONAL,
2825,20510407670,20510407670,INSTITUTO METROPOLITANO PROTRANSPORTE DE LIMA,
2826,20511035997,20511035997,PLAN COPESCO NACIONAL - MINCETUR,
2827,20511268401,20511268401,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,
2828,20511329982,20511329982,"INSTITUTO NACIONAL DE DESARROLLO DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANO - INDEPA",
2829,20511366594,20511366594,PODER JUDICIAL - UNIDAD DE COORDINACION DE PROYECTOS DEL PODER JUDICIAL,
2830,20512311122,20512311122,DIRECCION DE SALUD IV L.E. - UNIDAD EJECUTORA HOSPITAL SAN JUAN DE LURIGANCHO,
2831,20512338756,20512338756,HOSPITAL DE VITARTE,
2832,20512368582,20512368582,GOBIERNO REGIONAL DEL CALLAO - UGEL VENTANILLA,
2833,20512807411,20512807411,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL - PNCVFS,
2834,20513910984,20513910984,PROYECTO APOYO A LA REFORMA DEL SISTEMA DE JUSTICIA DEL PERU - JUSPER,
2835,20514347221,20514347221,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED,
2836,20514521787,20514521787,PROGRAMA NACIONAL DE MOVILIZACION POR LA ALFABETIZACION UE 109,
2837,20514600733,20514600733,UNIDAD EJECUTORA 006 COMPLEJO ARQUEOLOGICO DE CHAN CHAN,
