,CodProSel,CodPip,FacProSel,DesProSel,TipProSel,FecProSel
40960,80227,2486467,EQUIPAMIENTO,Fecha de Buena Pro,ACTUALIZADA,8/02/2021
40961,80228,2486467,EQUIPAMIENTO,Fecha de Suscripcion de Contrato,ACTUALIZADA,15/02/2021
40962,80229,2486487,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,28/10/2020
40963,80230,2490678,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,18/03/2021
40964,80231,2490754,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,
40965,80232,2490754,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,
40966,80233,2490754,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,
40967,80234,2490754,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,
40968,80235,2490754,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,
40969,80236,2490754,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,3/08/2020
40970,80237,2490754,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,17/08/2020
40971,80238,2490754,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,24/08/2020
40972,80239,2490754,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,27/08/2020
40973,80240,2490754,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,15/09/2020
40974,80251,2490763,CONSTRUCCION DE PABELLONES DE NICHOS,Fecha de Actuaciones Preparatorias,PROGRAMADA,16/07/2020
40975,80252,2490763,CONSTRUCCION DE PABELLONES DE NICHOS,Fecha de Convocatoria,PROGRAMADA,6/08/2020
40976,80253,2490763,CONSTRUCCION DE PABELLONES DE NICHOS,Fecha de Actuaciones Preparatorias,ACTUALIZADA,5/08/2020
40977,80254,2490763,CONSTRUCCION DE PABELLONES DE NICHOS,Fecha de Convocatoria,ACTUALIZADA,
40978,80255,2490765,,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/09/2020
40979,80256,2490765,,Fecha de Convocatoria,PROGRAMADA,7/09/2020
40980,80257,2490765,,Fecha de Integracion de Bases,PROGRAMADA,14/09/2020
40981,80258,2490765,,Fecha de Buena Pro,PROGRAMADA,21/09/2020
40982,80259,2490765,,Fecha de Suscripcion de Contrato,PROGRAMADA,9/10/2020
40983,80260,2490765,,Fecha de Buena Pro,ACTUALIZADA,
40984,80261,2490765,,Fecha de Convocatoria,ACTUALIZADA,
40985,80262,2490765,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
40986,80263,2490765,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
40987,80264,2490765,,Fecha de Integracion de Bases,ACTUALIZADA,
40988,80275,2490812,,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/10/2020
40989,80276,2490812,,Fecha de Convocatoria,PROGRAMADA,7/10/2020
40990,80277,2490812,,Fecha de Integracion de Bases,PROGRAMADA,16/10/2020
40991,80278,2490812,,Fecha de Buena Pro,PROGRAMADA,23/10/2020
40992,80279,2490812,,Fecha de Suscripcion de Contrato,PROGRAMADA,2/11/2020
40993,80280,2490812,,Fecha de Convocatoria,ACTUALIZADA,
40994,80281,2490812,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
40995,80282,2490812,,Fecha de Integracion de Bases,ACTUALIZADA,
40996,80283,2490812,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
40997,80284,2490812,,Fecha de Buena Pro,ACTUALIZADA,
40998,80329,2478232,EQUIPAMIENTO,Fecha de Integracion de Bases,ACTUALIZADA,
40999,80340,2478302,,Fecha de Actuaciones Preparatorias,PROGRAMADA,15/07/2020
41000,80341,2478302,,Fecha de Convocatoria,PROGRAMADA,29/10/2020
41001,80342,2478302,,Fecha de Integracion de Bases,PROGRAMADA,5/11/2020
41002,80343,2478302,,Fecha de Buena Pro,PROGRAMADA,11/11/2020
41003,80344,2478302,,Fecha de Suscripcion de Contrato,PROGRAMADA,7/12/2020
41004,80345,2478302,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,15/07/2020
41005,80346,2478302,,Fecha de Convocatoria,ACTUALIZADA,29/10/2020
41006,80347,2478302,,Fecha de Integracion de Bases,ACTUALIZADA,5/11/2020
41007,80348,2478302,,Fecha de Buena Pro,ACTUALIZADA,11/11/2020
41008,80349,2478302,,Fecha de Suscripcion de Contrato,ACTUALIZADA,7/12/2020
41009,80360,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Actuaciones Preparatorias,PROGRAMADA,4/02/2020
41010,80361,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Convocatoria,PROGRAMADA,7/02/2020
41011,80362,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Integracion de Bases,PROGRAMADA,25/02/2020
41012,80363,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Buena Pro,PROGRAMADA,14/05/2020
41013,80364,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Suscripcion de Contrato,PROGRAMADA,28/05/2020
41014,80365,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,4/02/2020
41015,80366,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Convocatoria,ACTUALIZADA,7/02/2020
41016,80367,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Integracion de Bases,ACTUALIZADA,25/02/2020
41017,80368,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Buena Pro,ACTUALIZADA,14/05/2020
41018,80369,2478369,ADQUISICION DE VEHÍCULOS PARA EL MANTENIMIENTO DE AREAS VERDES,Fecha de Suscripcion de Contrato,ACTUALIZADA,28/05/2020
41019,80380,2478438,,Fecha de Actuaciones Preparatorias,PROGRAMADA,28/02/2020
41020,80381,2478438,,Fecha de Convocatoria,PROGRAMADA,2/03/2020
41021,80382,2478438,,Fecha de Integracion de Bases,PROGRAMADA,5/03/2020
41022,80383,2478438,,Fecha de Buena Pro,PROGRAMADA,11/03/2020
41023,80384,2478438,,Fecha de Suscripcion de Contrato,PROGRAMADA,17/03/2020
41024,80385,2478438,,Fecha de Buena Pro,ACTUALIZADA,
41025,80386,2478438,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41026,80387,2478438,,Fecha de Convocatoria,ACTUALIZADA,
41027,80388,2478438,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41028,80389,2478438,,Fecha de Integracion de Bases,ACTUALIZADA,
41029,80390,2478504,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,3/06/2020
41030,80391,2478504,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,9/06/2020
41031,80392,2478504,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,16/06/2020
41032,80393,2478504,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,23/06/2020
41033,80394,2478504,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,26/06/2020
41034,80395,2478504,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,3/06/2020
41035,80396,2478504,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,9/06/2020
41036,80397,2478504,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,16/06/2020
41037,80398,2478504,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,23/06/2020
41038,80399,2478504,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,26/06/2020
41039,80400,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/07/2020
41040,80401,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Convocatoria,PROGRAMADA,7/07/2020
41041,80402,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Integracion de Bases,PROGRAMADA,14/08/2020
41042,80403,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Buena Pro,PROGRAMADA,24/08/2020
41043,80404,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Suscripcion de Contrato,PROGRAMADA,31/08/2020
41044,80405,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41045,80406,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41046,80407,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Integracion de Bases,ACTUALIZADA,
41047,80408,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Convocatoria,ACTUALIZADA,
41048,80409,2478514,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,Fecha de Buena Pro,ACTUALIZADA,
41049,80410,2478572,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,18/06/2020
41050,80411,2478572,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,25/06/2020
41051,80412,2478572,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,13/07/2020
41052,80413,2478572,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,24/07/2020
41053,80414,2478572,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,14/08/2020
41054,80415,2478572,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41055,80416,2478572,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41056,80417,2478572,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,
41057,80418,2481965,MEJORAMIENTO Y ELECTIRIFICACION DE POZO ANILLADO,Fecha de Integracion de Bases,ACTUALIZADA,28/09/2020
41058,80419,2481965,MEJORAMIENTO Y ELECTIRIFICACION DE POZO ANILLADO,Fecha de Buena Pro,ACTUALIZADA,2/10/2020
41059,80420,2481965,MEJORAMIENTO Y ELECTIRIFICACION DE POZO ANILLADO,Fecha de Suscripcion de Contrato,ACTUALIZADA,2/12/2020
41060,80431,2482000,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41061,80432,2482000,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41062,80433,2482000,,Fecha de Integracion de Bases,PROGRAMADA,10/11/2020
41063,80434,2482000,,Fecha de Buena Pro,PROGRAMADA,18/11/2020
41064,80435,2482000,,Fecha de Suscripcion de Contrato,PROGRAMADA,30/11/2020
41065,80436,2482000,,Fecha de Integracion de Bases,ACTUALIZADA,
41066,80437,2482000,,Fecha de Buena Pro,ACTUALIZADA,
41067,80438,2482000,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41068,80439,2482000,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41069,80440,2482000,,Fecha de Convocatoria,ACTUALIZADA,
41070,80441,2482002,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41071,80442,2482002,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41072,80443,2482002,,Fecha de Integracion de Bases,PROGRAMADA,10/11/2020
41073,80444,2482002,,Fecha de Buena Pro,PROGRAMADA,18/11/2020
41074,80445,2482002,,Fecha de Suscripcion de Contrato,PROGRAMADA,30/11/2020
41075,80446,2482002,,Fecha de Convocatoria,ACTUALIZADA,
41076,80447,2482002,,Fecha de Integracion de Bases,ACTUALIZADA,
41077,80448,2482002,,Fecha de Buena Pro,ACTUALIZADA,
41078,80449,2482002,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41079,80450,2482002,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41080,80451,2482004,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41081,80452,2482004,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41082,80453,2482004,,Fecha de Integracion de Bases,PROGRAMADA,10/11/2020
41083,80454,2482004,,Fecha de Buena Pro,PROGRAMADA,18/11/2020
41084,80455,2482004,,Fecha de Suscripcion de Contrato,PROGRAMADA,30/11/2020
41085,80456,2482004,,Fecha de Convocatoria,ACTUALIZADA,
41086,80457,2482004,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41087,80458,2482004,,Fecha de Buena Pro,ACTUALIZADA,
41088,80459,2482004,,Fecha de Integracion de Bases,ACTUALIZADA,
41089,80460,2482004,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41090,80461,2482005,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41091,80462,2482005,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41092,80463,2482005,,Fecha de Integracion de Bases,PROGRAMADA,26/11/2020
41093,80464,2482005,,Fecha de Buena Pro,PROGRAMADA,7/12/2020
41094,80465,2482005,,Fecha de Suscripcion de Contrato,PROGRAMADA,5/01/2021
41095,80466,2482005,,Fecha de Buena Pro,ACTUALIZADA,
41096,80467,2482005,,Fecha de Integracion de Bases,ACTUALIZADA,
41097,80468,2482005,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41098,80469,2482005,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41099,80470,2482005,,Fecha de Convocatoria,ACTUALIZADA,
41100,80471,2482009,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41101,80472,2482009,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41102,80473,2482009,,Fecha de Integracion de Bases,PROGRAMADA,10/11/2020
41103,80474,2482009,,Fecha de Buena Pro,PROGRAMADA,18/11/2020
41104,80475,2482009,,Fecha de Suscripcion de Contrato,PROGRAMADA,30/11/2020
41105,80476,2482009,,Fecha de Buena Pro,ACTUALIZADA,
41106,80477,2482009,,Fecha de Convocatoria,ACTUALIZADA,
41107,80478,2482009,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41108,80479,2482009,,Fecha de Integracion de Bases,ACTUALIZADA,
41109,80480,2482009,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41110,80481,2482017,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41111,80482,2482017,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41112,80483,2482017,,Fecha de Integracion de Bases,PROGRAMADA,10/11/2020
41113,80484,2482017,,Fecha de Buena Pro,PROGRAMADA,18/11/2020
41114,80485,2482017,,Fecha de Suscripcion de Contrato,PROGRAMADA,30/11/2020
41115,80486,2482017,,Fecha de Integracion de Bases,ACTUALIZADA,
41116,80487,2482017,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41117,80488,2482017,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41118,80489,2482017,,Fecha de Convocatoria,ACTUALIZADA,
41119,80490,2482017,,Fecha de Buena Pro,ACTUALIZADA,
41120,80491,2482022,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41121,80492,2482022,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41122,80493,2482022,,Fecha de Integracion de Bases,PROGRAMADA,10/11/2020
41123,80494,2482022,,Fecha de Buena Pro,PROGRAMADA,18/11/2020
41124,80495,2482022,,Fecha de Suscripcion de Contrato,PROGRAMADA,30/11/2020
41125,80496,2482022,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41126,80497,2482022,,Fecha de Integracion de Bases,ACTUALIZADA,
41127,80498,2482022,,Fecha de Buena Pro,ACTUALIZADA,
41128,80499,2482022,,Fecha de Convocatoria,ACTUALIZADA,
41129,80500,2482022,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41130,80501,2482037,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,26/02/2021
41131,80502,2482037,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,2/03/2021
41132,80503,2482037,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,9/03/2021
41133,80504,2482037,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,31/03/2021
41134,80505,2482037,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,15/04/2021
41135,80506,2482037,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41136,80507,2482037,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,
41137,80508,2482037,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,
41138,80509,2482037,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41139,80510,2482037,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,
41140,80511,2482050,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41141,80512,2482050,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41142,80513,2482050,,Fecha de Integracion de Bases,PROGRAMADA,10/11/2020
41143,80514,2482050,,Fecha de Buena Pro,PROGRAMADA,18/11/2020
41144,80515,2482050,,Fecha de Suscripcion de Contrato,PROGRAMADA,30/11/2020
41145,80516,2482050,,Fecha de Integracion de Bases,ACTUALIZADA,
41146,80517,2482050,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41147,80518,2482050,,Fecha de Convocatoria,ACTUALIZADA,
41148,80519,2482050,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41149,80520,2482050,,Fecha de Buena Pro,ACTUALIZADA,
41150,80521,2482053,,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2020
41151,80522,2482053,,Fecha de Convocatoria,PROGRAMADA,30/10/2020
41152,80523,2482053,,Fecha de Integracion de Bases,PROGRAMADA,10/11/2020
41153,80524,2486487,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,28/12/2020
41154,80525,2486487,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,6/01/2021
41155,80526,2486487,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,12/01/2021
41156,80527,2486487,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,22/01/2021
41157,80528,2486487,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,28/10/2020
41158,80529,2486487,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,28/12/2020
41159,80530,2486487,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,6/01/2021
41160,80531,2486487,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,14/01/2021
41161,80532,2486487,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,15/02/2021
41162,80533,2486502,,Fecha de Actuaciones Preparatorias,PROGRAMADA,14/07/2020
41163,80534,2486502,,Fecha de Convocatoria,PROGRAMADA,14/08/2020
41164,80535,2486502,,Fecha de Integracion de Bases,PROGRAMADA,25/08/2020
41165,80536,2486502,,Fecha de Buena Pro,PROGRAMADA,22/09/2020
41166,80537,2486502,,Fecha de Suscripcion de Contrato,PROGRAMADA,22/10/2020
41167,80538,2486502,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,14/07/2020
41168,80539,2486502,,Fecha de Convocatoria,ACTUALIZADA,14/08/2020
41169,80540,2486502,,Fecha de Integracion de Bases,ACTUALIZADA,25/08/2020
41170,80541,2486502,,Fecha de Buena Pro,ACTUALIZADA,22/09/2020
41171,80542,2486502,,Fecha de Suscripcion de Contrato,ACTUALIZADA,22/10/2020
41172,80543,2486538,,Fecha de Actuaciones Preparatorias,PROGRAMADA,15/10/2020
41173,80544,2486538,,Fecha de Convocatoria,PROGRAMADA,16/10/2020
41174,80545,2486538,,Fecha de Integracion de Bases,PROGRAMADA,23/10/2020
41175,80546,2486538,,Fecha de Buena Pro,PROGRAMADA,9/11/2020
41176,80547,2486538,,Fecha de Suscripcion de Contrato,PROGRAMADA,4/12/2020
41177,80548,2486538,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,15/10/2020
41178,80549,2486538,,Fecha de Integracion de Bases,ACTUALIZADA,23/10/2020
41179,80550,2486538,,Fecha de Buena Pro,ACTUALIZADA,9/11/2020
41180,80551,2486538,,Fecha de Suscripcion de Contrato,ACTUALIZADA,4/12/2020
41181,80552,2486538,,Fecha de Convocatoria,ACTUALIZADA,16/12/2020
41182,80563,2486554,MOBILIARIO,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/12/2020
41183,80564,2486554,MOBILIARIO,Fecha de Convocatoria,PROGRAMADA,18/12/2020
41184,80565,2486554,MOBILIARIO,Fecha de Integracion de Bases,PROGRAMADA,1/01/2021
41185,80566,2486554,MOBILIARIO,Fecha de Buena Pro,PROGRAMADA,18/01/2021
41186,80567,2486554,MOBILIARIO,Fecha de Suscripcion de Contrato,PROGRAMADA,5/02/2021
41187,80568,2486554,MOBILIARIO,Fecha de Buena Pro,ACTUALIZADA,
41188,80569,2486554,MOBILIARIO,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41189,80570,2486554,MOBILIARIO,Fecha de Convocatoria,ACTUALIZADA,
41190,80571,2486554,MOBILIARIO,Fecha de Integracion de Bases,ACTUALIZADA,
41191,80572,2486554,MOBILIARIO,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41192,80573,2486555,EQUIPAMIENTO,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/12/2020
41193,80574,2486555,EQUIPAMIENTO,Fecha de Convocatoria,PROGRAMADA,18/12/2020
41194,80575,2486555,EQUIPAMIENTO,Fecha de Integracion de Bases,PROGRAMADA,1/01/2021
41195,80576,2486555,EQUIPAMIENTO,Fecha de Buena Pro,PROGRAMADA,18/01/2021
41196,80577,2486555,EQUIPAMIENTO,Fecha de Suscripcion de Contrato,PROGRAMADA,5/02/2021
41197,80578,2486555,EQUIPAMIENTO,Fecha de Integracion de Bases,ACTUALIZADA,
41198,80579,2486555,EQUIPAMIENTO,Fecha de Buena Pro,ACTUALIZADA,
41199,80580,2486555,EQUIPAMIENTO,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41200,80581,2486555,EQUIPAMIENTO,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41201,80582,2486555,EQUIPAMIENTO,Fecha de Convocatoria,ACTUALIZADA,
41202,80583,2486565,,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/06/2020
41203,80584,2486565,,Fecha de Convocatoria,PROGRAMADA,19/06/2020
41204,80585,2486565,,Fecha de Integracion de Bases,PROGRAMADA,6/07/2020
41205,80586,2486565,,Fecha de Buena Pro,PROGRAMADA,7/08/2020
41206,80587,2486565,,Fecha de Suscripcion de Contrato,PROGRAMADA,3/09/2020
41207,80588,2486565,,Fecha de Convocatoria,ACTUALIZADA,
41208,80589,2486565,,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41209,80590,2486565,,Fecha de Buena Pro,ACTUALIZADA,
41210,80591,2486565,,Fecha de Integracion de Bases,ACTUALIZADA,
41211,80592,2486565,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41212,80593,2486576,MOBILIARIO,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/12/2020
41213,80594,2486576,MOBILIARIO,Fecha de Convocatoria,PROGRAMADA,18/12/2020
41214,80595,2486576,MOBILIARIO,Fecha de Integracion de Bases,PROGRAMADA,1/01/2021
41215,80596,2486576,MOBILIARIO,Fecha de Buena Pro,PROGRAMADA,18/01/2021
41216,80597,2486576,MOBILIARIO,Fecha de Suscripcion de Contrato,PROGRAMADA,5/02/2021
41217,80598,2486576,MOBILIARIO,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41218,80599,2486576,MOBILIARIO,Fecha de Buena Pro,ACTUALIZADA,
41219,80600,2486576,MOBILIARIO,Fecha de Convocatoria,ACTUALIZADA,
41220,80601,2486576,MOBILIARIO,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41221,80602,2486576,MOBILIARIO,Fecha de Integracion de Bases,ACTUALIZADA,
41222,80603,2486615,,Fecha de Actuaciones Preparatorias,PROGRAMADA,19/10/2020
41223,80604,2486615,,Fecha de Convocatoria,PROGRAMADA,26/10/2020
41224,80605,2486615,,Fecha de Integracion de Bases,PROGRAMADA,30/10/2020
41225,80606,2486615,,Fecha de Buena Pro,PROGRAMADA,5/11/2020
41226,80607,2486615,,Fecha de Suscripcion de Contrato,PROGRAMADA,4/12/2020
41227,80608,2486615,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,19/10/2020
41228,80609,2486615,,Fecha de Convocatoria,ACTUALIZADA,26/10/2020
41229,80610,2486615,,Fecha de Integracion de Bases,ACTUALIZADA,30/10/2020
41230,80611,2486615,,Fecha de Buena Pro,ACTUALIZADA,5/11/2020
41231,80612,2486615,,Fecha de Suscripcion de Contrato,ACTUALIZADA,4/12/2020
41232,80623,2486649,,Fecha de Actuaciones Preparatorias,PROGRAMADA,15/10/2020
41233,80624,2486649,,Fecha de Convocatoria,PROGRAMADA,16/10/2020
41234,80625,2486649,,Fecha de Integracion de Bases,PROGRAMADA,23/10/2020
41235,80626,2491396,,Fecha de Integracion de Bases,PROGRAMADA,6/10/2020
41236,80627,2491396,,Fecha de Buena Pro,PROGRAMADA,19/10/2020
41237,80628,2491396,,Fecha de Suscripcion de Contrato,PROGRAMADA,3/11/2020
41238,80629,2491396,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,2/09/2020
41239,80630,2491396,,Fecha de Convocatoria,ACTUALIZADA,28/09/2020
41240,80631,2491396,,Fecha de Integracion de Bases,ACTUALIZADA,6/10/2020
41241,80632,2491396,,Fecha de Buena Pro,ACTUALIZADA,23/10/2020
41242,80633,2491396,,Fecha de Suscripcion de Contrato,ACTUALIZADA,13/11/2020
41243,80634,2491425,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,14/12/2020
41244,80635,2491425,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,16/12/2020
41245,80636,2491425,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,17/12/2020
41246,80637,2491425,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,23/12/2020
41247,80638,2491425,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,30/12/2020
41248,80639,2491425,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,
41249,80640,2491425,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
41250,80641,2491425,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,
41251,80642,2491425,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,
41252,80643,2491425,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,
41253,80644,2491439,,Fecha de Actuaciones Preparatorias,PROGRAMADA,28/09/2020
41254,80645,2491439,,Fecha de Convocatoria,PROGRAMADA,1/10/2020
41255,80646,2491439,,Fecha de Integracion de Bases,PROGRAMADA,7/10/2020
41256,80647,2491439,,Fecha de Buena Pro,PROGRAMADA,20/10/2020
41257,80648,2491439,,Fecha de Suscripcion de Contrato,PROGRAMADA,2/11/2020
41258,80649,2491439,,Fecha de Actuaciones Preparatorias,ACTUALIZADA,28/09/2020
41259,80650,2491439,,Fecha de Convocatoria,ACTUALIZADA,1/10/2020
