,CodPro,CodCta,NomPro,PaisPro,DepPro,ProvPro,DisPro,RegPro
25508,20553817804,20553817804,INTERNATIONAL PROJECT CONSULTING ASSOCIATES S.A.,PERU,LIMA,LIMA,LINCE,Proveedor de Servicios
25509,20553826625,20553826625,W & Y CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA - W & Y CONTRATISTAS GENERALES S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
25510,20553829721,20553829721,GEOGRASS PERU S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25511,20553852979,20553852979,CORPORACION SUNSET CLOUDS S.A.C.,PERU,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Proveedor de Bienes
25512,20553853355,20553853355,SIMED PERU S.A.C.,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Servicios
25513,20553859981,20553859981,SMONT & ARAGON CONTRATISTAS GENERALES S.A.C.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,VENTANILLA,Proveedor de Servicios
25514,20553872732,20553872732,GRUPO ASTRIDS SOCIEDAD ANONIMA,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Bienes
25515,20553886016,20553886016,NEFRONET S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Servicios
25516,20553892253,20553892253,CA & PE CARGO S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
25517,20553907897,20553907897,NEXTPERIENCE PERU S.A.C.,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Servicios
25518,20553927499,20553927499,GLOBELEC DEL PERU S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25519,20553932573,20553932573,PERU TE COSE S.A.C.,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Servicios
25520,20553936480,20553936480,INMOBILIARIA SALMAR S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25521,20553938181,20553938181,GRISA SPORT S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25522,20553938695,20553938695,MASAVA TEXTILES S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
25523,20553956324,20553956324,ALQUIMODUL SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
25524,20553984026,20553984026,CORPORACION DATATECH S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25525,20553995575,20553995575,POWER XX GROUP S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
25526,20553998248,20553998248,DIELCA PERU S.A.C.,PERU,LIMA,LIMA,BRENIA,Proveedor de Bienes
25527,20554006443,20554006443,RIO TRADER S.A.C.,PERU,LIMA,LIMA,ATE,Proveedor de Bienes
25528,20554008730,20554008730,3A SOLUCIONES SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25529,20554017569,20554017569,PIPELINE INTEGRITY PERU E.I.R.L.,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Servicios
25530,20554027360,20554027360,VISIBILIDAD SEGURIDAD Y TECNOLOGIA TEXTIL SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
25531,20554032282,20554032282,PLASTICOS ROCA S.A.C.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,Proveedor de Servicios
25532,20554042598,20554042598,ABASTECIMIENTOS Y SERVICIOS GENERALES H & P E.I.R.L.,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Bienes
25533,20554060812,20554060812,INVERSIONES Y SERVICIOS MULTIPLES V Y M S.A.C. - INSERMUL V Y M S.A.C.,PERU,LIMA,LIMA,COMAS,Proveedor de Bienes
25534,20554065962,20554065962,CONSORCIO TECNOLOGICO DEL PERU S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25535,20554075500,20554075500,SERMATECH GROUP S.A.C.,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Bienes
25536,20554075682,20554075682,SERVICIO DE PROTECCION VIGILANCIA Y RESGUARDO S.A.C. SEPROVIR S.A.C.,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Servicios
25537,20554076573,20554076573,TECNOLOGIA Y FILTRACION INDUSTRIAL S.A.C,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25538,20554107479,20554107479,CREATIVE SOLUCIONES E.I.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25539,20554109501,20554109501,HB HUMAN BIOSCIENCE S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
25540,20554112472,20554112472,TECNOLOGIA MEDICA IMPORT S.A.C.,PERU,LIMA,LIMA,COMAS,Proveedor de Bienes
25541,20554128476,20554128476,CONSTRUCTORA MLM S.A.C.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Bienes
25542,20554129448,20554129448,DIALUX SOCIEDAD ANONIMA CERRADA - DIALUX S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25543,20554130969,20554130969,BEA TURISMO Y NEGOCIOS SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,SAN LUIS,Proveedor de Servicios
25544,20554134361,20554134361,INDUSTRIA NATIVA S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25545,20554137971,20554137971,CESPEDESGRAF S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25546,20554138510,20554138510,INSTITUTO PERUANO DE DESARROLLO ECONOMICO S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25547,20554146881,20554146881,ABASTECIMIENTO MEDICO TOTAL S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
25548,20554154124,20554154124,CONFECCIONES Y SUMINISTROS DIVERSOS S.A.C.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
25549,20554158545,20554158545,INNOVA CONTRATISTAS Y CONSULTORES SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,BARRANCO,Proveedor de Bienes
25550,20554170910,20554170910,MOSAICO ARTEPROYECTOS S.A.C.,PERU,LIMA,LIMA,PACHACAMAC,Proveedor de Bienes
25551,20554175636,20554175636,SERVICIOS INTEGRALES MEGATEC E.I.R.L.,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Servicios
25552,20554178902,20554178902,EFECTIVA SALUD S.A.C.,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Servicios
25553,20554195661,20554195661,TRADEMEDIC S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25554,20554199659,20554199659,GRUPO ASOCIADOS LAZU S.A.C.,PERU,LIMA,LIMA,SURQUILLO,Consultor de Obras
25555,20554205055,20554205055,MULTISERVICIOS TRANSPORTES & CONSTRUCCION S.R.L. - M T & CONSTRUCCION,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Servicios
25556,20554210644,20554210644,CORPORACION MEDICA JF SAC.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,VENTANILLA,Proveedor de Bienes
25557,20554212698,20554212698,CONFECCIONES SER E.I.R.L.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
25558,20554212931,20554212931,CORPORACION GICOR SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25559,20554221760,20554221760,SOLUCIONES GLOBALES E INVERSIONES S.A.C.,PERU,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Proveedor de Bienes
25560,20554222570,20554222570,SINAPSYS MEDICA S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
25561,20554236791,20554236791,GRUPO RASO E.I.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25562,20554252720,20554252720,JS LAURENTE E.I.R.L.,PERU,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Proveedor de Servicios
25563,20554255826,20554255826,ADALLE MEDIC S.A.C.,PERU,LIMA,LIMA,COMAS,Proveedor de Bienes
25564,20554258094,20554258094,BIOSIX IMPORT SOCIEDAD ANONIMA CERRADA - BIOSIX IMPORT S.A.C.,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Servicios
25565,20554276661,20554276661,GLOBAL TRANSLATION E.I.R.L.,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Servicios
25566,20554300805,20554300805,CONSTRUCTORA Y CONSULTORA DAFERME S.A.C.,PERU,LIMA,LIMA,PUENTE PIEDRA,Proveedor de Servicios
25567,20554301798,20554301798,ANIMALCHIP SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
25568,20554303065,20554303065,GRUPO ZUAL S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25569,20554306323,20554306323,SANIMOBEL S.A. SUCURSAL PERU,ESPANIA,LIMA,LIMA,LINCE,Proveedor de Bienes
25570,20554322795,20554322795,NEWHOME PERU S.A.C.,PERU,LIMA,LIMA,LINCE,Proveedor de Bienes
25571,20554337989,20554337989,ZURICH PERU VALVES SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
25572,20554343440,20554343440,AUTEN INGENIERIA S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
25573,20554345141,20554345141,INVERSIONES CHAGAL S.A.C. - INVERCHAGAL S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Servicios
25574,20554345493,20554345493,ITSTK PERU S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
25575,20554345736,20554345736,GREENWORLD BIOTECH SOCIEDAD ANONIMA CERRADA - GREENWORLD BIOTECH S.A.C.,PERU,LIMA,LIMA,LINCE,Proveedor de Bienes
25576,20554351540,20554351540,CORPORACION MAC COURIER S.A.C.,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Bienes
25577,20554356690,20554356690,"ABBVIE SAS, SUCURSAL DEL PERU",PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
25578,20554364285,20554364285,LABORATORISTAS CLINICOS ADELAB S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Servicios
25579,20554365095,20554365095,AMERICAN CAPITAL GROUP INVERSIONES S.A.C.,PERU,LIMA,LIMA,CARABAYLLO,Proveedor de Servicios
25580,20554379711,20554379711,R & A KLINER S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25581,20554385282,20554385282,INDUSTRIAS NACIONALES DE METALES S.A.C.,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Servicios
25582,20554395083,20554395083,INVERSIONES MUNIOZ RAMOS S.A.C.,PERU,LIMA,LIMA,CARABAYLLO,Proveedor de Bienes
25583,20554404848,20554404848,CONSTRUCTORA G & S HUVEL E.I.R.L.,PERU,JUNIN,SATIPO,SATIPO,Consultor de Obras
25584,20554436294,20554436294,CELHER S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25585,20554449434,20554449434,CORPORACION REVAC S.A.C.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Bienes
25586,20554454276,20554454276,LABORATORIOS CLINICOS MULTIPLES S.A.C.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
25587,20554460161,20554460161,ESTERILIZA EQUIPOS E.I.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25588,20554460675,20554460675,MAC PUBLITODO S.A.C.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
25589,20554461051,20554461051,FACYL GESTION DE SERVICIOS INTEGRALES S.A.C,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
25590,20554467335,20554467335,COMPANY AMAZON GROUP E.I.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25591,20554470557,20554470557,"OBSERVACION, VIGILANCIA Y SEGURIDAD ELECTRONICA S.A.C. - OVYSEL S.A.C.",PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Servicios
25592,20554472410,20554472410,MADERAS JEVID S.A.C.,PERU,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Proveedor de Bienes
25593,20554473815,20554473815,LETHMOORE ASOCIADOS S.A.C.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
25594,20554477489,20554477489,JAZT CONTRATISTAS Y SERVICIOS GENERALES S.A.C.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,VENTANILLA,Proveedor de Bienes
25595,20554484264,20554484264,AAL SERVICIOS GENERALES Y CONSULTORIA S.R.L.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,LA PERLA,Proveedor de Bienes
25596,20554484345,20554484345,COMERCIAL EL VIEJO ORIENTE S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
25597,20554487441,20554487441,FM INMOBILIARIA PERU S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
25598,20554503315,20554503315,COMERCIAL CHENO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - COMERCIAL CHENO E.I.R.L.,PERU,LIMA,LIMA,RIMAC,Proveedor de Servicios
25599,20554543881,20554543881,IFAMIN S.A.C.,PERU,LIMA,LIMA,COMAS,Proveedor de Servicios
25600,20554545743,20554545743,CORPORACION PRIMAX S.A.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
25601,20554555897,20554555897,MIROSOLAR PERU S.A.C.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
25602,20554579648,20554579648,CONSORCIO TRANSMIR CONTRATISTAS GENERALES S.A.C. - CONSORCIO TRANSMIR S.A.C.,PERU,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Ejecutor de Obras
25603,20554588396,20554588396,CONSTRUCCIONES RUBAU S.A. SUCURSAL PERU,ESPANIA,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
25604,20554604341,20554604341,JAROARMA E.I.R.L.,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Bienes
25605,20554608508,20554608508,GRUPO A & R CONSULTING S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25606,20554611126,20554611126,OPERADOR LOGISTICO GARCIA S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
25607,20554612793,20554612793,LIMA NORTE AUTOMOTRIZ S.A.C. - LINORAUTO,PERU,LIMA,LIMA,COMAS,Proveedor de Bienes
25608,20554620974,20554620974,PROYECTOS ELECTRICOS Y TRANSFORMADORES S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Servicios
25609,20554622675,20554622675,BEST INTERNATIONAL BUSINESS S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25610,20554639136,20554639136,REPRESENTACIONES GENERALES CORPORATIVAS PERU E.I.R.L. - R. G. CORPERU E.I.R.L.,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Bienes
25611,20554640495,20554640495,PERSONAZ S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25612,20554653988,20554653988,CORPORACION DE SERVICIOS DE LIMPIEZA ECOLOGICA S.A.C. - COSLIMPECO S.A.C.,PERU,LIMA,LIMA,CHORRILLOS,Proveedor de Servicios
25613,20554659242,20554659242,ECOTRAM E.I.R.L.,PERU,LIMA,LIMA,LINCE,Proveedor de Servicios
25614,20554691561,20554691561,INDUSTRIAS MAQUILAK S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
25615,20554705457,20554705457,CAPISCO S.A.C.,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Bienes
25616,20554707077,20554707077,INSTITUTO LATINOAMERICANO DE INVESTIGACION Y CAPACITACION EN TECNOLOGIA Y NEGOCIOS- ILATEC,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
25617,20554711341,20554711341,SOLUZIONI INTERNATIONAL S.A.C,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
25618,20554712828,20554712828,ABMAGRE PROVEEDORES INTEGRALES S.A.C.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Bienes
25619,20554715681,20554715681,LH DIGITAL STORE S.A.C,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Bienes
25620,20554716491,20554716491,MARINE GEOPHYSICAL SURVEY SAC,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
25621,20554731709,20554731709,NEFROVIDAD LA FLORIDA S.A.C.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Bienes
25622,20554733825,20554733825,EMPRESA DE BIENES Y SERVICIOS OLIMPUS S.A.C,PERU,LIMA,LIMA,SURQUILLO,Proveedor de Servicios
25623,20554751050,20554751050,CORPORACION T&Z CONTRATISTAS Y CONSULTORES S.A.C.,PERU,LIMA,LIMA,ATE,Proveedor de Bienes
25624,20554785469,20554785469,IN SOLUTIONS S.A.C,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
25625,20554787836,20554787836,THAMT S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
25626,20554797807,20554797807,CS INGENIEROS SOCIEDAD ANONIMA CERRADA,PERU,LIMA,CANIETE,IMPERIAL,Consultor de Obras
25627,20554799176,20554799176,IMPORTACIONES JANDER FIRST S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25628,20554840079,20554840079,FASETRES DEL PERU S.A.C.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
25629,20554871896,20554871896,SOAN AGROALIMENTOS E.I.R.L.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Servicios
25630,20554872191,20554872191,INTER ANDINA PERU S.R.L.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Servicios
25631,20554878637,20554878637,CONSTRUCTORA E INVERSIONES VASQUEZ S.A.C.,PERU,LIMA,LIMA,PUENTE PIEDRA,Proveedor de Servicios
25632,20554895302,20554895302,ITALTRADE INVERSIONES Y NEGOCIOS S.A.C. - ITALTRADE S.A.C.,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Servicios
25633,20554898581,20554898581,CONSORCIO GROUP LEN S.A.C,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,VENTANILLA,Proveedor de Servicios
25634,20554915427,20554915427,CONSTRUCTORA OMEGA GROUP S.A.C.,PERU,LIMA,CANIETE,SAN VICENTE DE CANIETE,Proveedor de Servicios
25635,20554921664,20554921664,INTSOL S.A.C.,PERU,LIMA,LIMA,CHORRILLOS,Proveedor de Servicios
25636,20554952381,20554952381,JEMKAD&#146;S MULTISERVICIOS S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
25637,20554958827,20554958827,TOP CAR'S & MACHINES E.I.R.L.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
25638,20554972064,20554972064,CORPORATION MEDICAL PERU S.A.C.,PERU,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Proveedor de Bienes
25639,20554982027,20554982027,NUARSA CONTRATISTAS SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Bienes
25640,20555005254,20555005254,SOLUCITEC S.A.C.,PERU,LIMA,LIMA,BRENIA,Proveedor de Bienes
25641,20555013869,20555013869,INVERSIONES CEAR S.A.C.,PERU,LAMBAYEQUE,CHICLAYO,CHICLAYO,Proveedor de Servicios
25642,20555043261,20555043261,ENGEREDE PERU S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
25643,20555046287,20555046287,GESTION & ADMINISTRACION DE RECURSOS HUMANOS S.A.C.-GARH S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25644,20555048905,20555048905,VISUAL TECHNOLOGY S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
25645,20555077913,20555077913,EMTEC PERU S.A,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Servicios
25646,20555081945,20555081945,BIOPROCESOS INDUSTRIALES CONSULTORES SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
25647,20555084880,20555084880,SOMOSALUD SAC,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
25648,20555098759,20555098759,CORPORACION MAUCARI S.A.C.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
25649,20555114622,20555114622,AIR PROYECT S.A.C.,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Bienes
25650,20555116595,20555116595,DISTRIBUIDORA PEPACHI S.A.C.,PERU,LIMA,LIMA,SANTA ANITA,Proveedor de Servicios
25651,20555116757,20555116757,JESMHART INVERSIONES S.A.C.,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Servicios
25652,20555130741,20555130741,BMTECH-PERU S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
25653,20555138483,20555138483,PIANOFILIA PERU SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,CHORRILLOS,Proveedor de Servicios
25654,20555154683,20555154683,CORPORACION GRAFICA TANAKA S.A.C,PERU,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Proveedor de Servicios
25655,20555157194,20555157194,GRUPO INDUSTRIAL DE SOLUCIONES AL ALMACENAMIENTO FORT PERU S.A.C,PERU,LIMA,LIMA,ATE,Proveedor de Bienes
25656,20555158751,20555158751,CONSTRUCTORA CCANTOCCCHA E.I.R.L.,PERU,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,Ejecutor de Obras
25657,20555178272,20555178272,MOBITEK SOCIEDAD ANONIMA CERRADA - MOBITEK S.A.C.,PERU,LIMA,LIMA,COMAS,Proveedor de Bienes
25658,20555221895,20555221895,CENTRO MEDICO MULTISERVICIOS S.A.C.,PERU,LIMA,LIMA,INDEPENDENCIA,Proveedor de Servicios
25659,20555227583,20555227583,AGENCIAS MERCANTILES & CONSULTING PERU S.A.C.,PERU,LIMA,LIMA,SANTA ANITA,Proveedor de Servicios
25660,20555232749,20555232749,MLC ARQUITECTURA COMERCIAL SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
25661,20555241811,20555241811,INET PERU S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
25662,20555255013,20555255013,CONSTRUCTORA E INMOBILIARIA NUNIEZ E.I.R.L.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
25663,20555266309,20555266309,SERVICIOS GENERALES CHOQUE E.I.R.L.,PERU,LIMA,LIMA,ATE,Proveedor de Servicios
25664,20555273267,20555273267,KALLPA M & G E.I.R.L.,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Servicios
25665,20555277254,20555277254,PROTMASTER EQUIPOS DE PROTECCION Y RESCATE S.A.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25666,20555283734,20555283734,CORPORACION FONTENLA SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
25667,20555306459,20555306459,INVERSIONES GICA Y ASOCIADOS S.A.C.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Consultor de Obras
25668,20555313072,20555313072,SCIPION SOCIEDAD ANONIMA CERRADA - SCIPION S.A.C.,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Bienes
25669,20555315521,20555315521,GRUPO CONSTRUAGRO SOCIEDAD ANONIMA CERRADA - GRUPO CONSTRUAGRO SAC,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,Consultor de Obras
25670,20555332531,20555332531,MEJIA ZARATE & ASOCIADOS SOCIEDAD CIVIL,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
25671,20555342099,20555342099,SUEINS S.R.L.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Bienes
25672,20555348887,20555348887,INVERSIONES MUYA S.A.C.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Bienes
25673,20555355409,20555355409,CONSULTORIA EDUCATIVA ESPECIALIZADA E.I.R.L.,PERU,LIMA,LIMA,COMAS,Proveedor de Servicios
25674,20555367598,20555367598,GRIFOS COPA SOCIEDAD ANONIMA CERRADA - GRIFOS COPA S.A.C.,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Servicios
25675,20555382392,20555382392,PRIORITY PERU SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25676,20555391201,20555391201,CORPORACION ELECTRICA CAENSA E.I.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25677,20555401010,20555401010,PROCESADORA DE ALIMENTOS E INVERSIONES SARITA COLONIA S.A.C. - ALINPROSAC S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25678,20555424222,20555424222,INVERSIONES ALKAFRAN S.A.C.,PERU,JUNIN,SATIPO,SATIPO,Ejecutor de Obras
25679,20555426942,20555426942,R & M ANILLADOS PACIFICO SOCIEDAD ANONIMA CERRADA - R & M ANILLADOS PACIFICO S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25680,20555427167,20555427167,AUDITORIA & GESTION MEDICA R & V S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
25681,20555455535,20555455535,CONSTRUCTORA CHAMONTE S.A.C. - CHAMONTE S.A.C.,PERU,LIMA,LIMA,ATE,Proveedor de Bienes
25682,20555459441,20555459441,GLB SOLUCIONES INTEGRALES SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
25683,20555460610,20555460610,DALOU INVERSIONES S.A.C.,PERU,LIMA,LIMA,INDEPENDENCIA,Proveedor de Servicios
25684,20555517662,20555517662,IL PORTICO SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25685,20555518553,20555518553,GRUPO DE EMPRESA SPP S.A.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
25686,20555522071,20555522071,PERUPLAST J & M S.A.C.,PERU,LIMA,LIMA,CARABAYLLO,Proveedor de Bienes
25687,20555543159,20555543159,INFRAESTRUCTURA Y EQUIPAMIENTO TECNOLOGICO E.I.R.L. - INETEC E.I.R.L.,PERU,LIMA,LIMA,SANTA ANITA,Proveedor de Servicios
25688,20555546841,20555546841,MUNDIMEDIA SOCIEDAD ANONIMA CERRADA,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,BELLAVISTA,Proveedor de Servicios
