,CodItem,DesCubItem
17525,364195,SERVICIO DE INSTALACION DE TABLERO DE MADERA PARA PUENTE
17526,364196,INSERTO DE ACERO INOXIDABLE DE 1 1/8 in X 2 in X 8 in PARA LA CUBIERTA PRINCIPAL DEL EJE DE BOMBA CENTRIFUGA
17527,364197,TUBO DE HIERRO DUCTIL ANSI/AWWA C-111 SIN COSTURA CEDULA 80 DE 20 in X 0.36 in X 20 ft
17528,364198,SELLO MECANICO DE 2  5/8 in TIPO 609
17529,364201,VALVULA DE AGUJA DE ACERO INOXIDABLE ASTM A276 DE 1/4 in PN 420 CON ROSCA
17530,364202,PERFIL DE ALUMINIO ANODIZADO DE 2 in X 10 in X 3 m
17531,364205,VALVULA DE AIRE DE ACERO PARA COMPRESOR DE AIRE DE SUBMARINO
17532,364206,DESTILADOR MANUAL SIN SISTEMA DE ENFRIAMIENTO PARA LA DESTILACION DE PRODUCTOS DE PETROLEO
17533,364208,LOCAL DE MATERIAL NOBLE PARA USO EDUCATIVO AREA DE TERRENO 180 m2 APROX. DE 3 PISOS
17534,364209,BOTA DE PVC ANTIDESLIZANTE CANA ALTA CON PUNTA REFORZADA PARA CABALLERO
17535,364217,SERVICIO DE INSTALACION DE ROCIADORES PARA SISTEMA CONTRA INCENDIOS
17536,364227,SERVICIO DE DEMOLICION DE PISOS Y VEREDAS DE CONCRETO
17537,364228,SERVICIO DE DEMOLICION DE TANQUE ELEVADO DE CONCRETO
17538,364229,SERVICIO DE DEMOLICION DE TRIBUNA DE CONCRETO
17539,364231,SERVICIO DE MANTENIMIENTO DE SISTEMA DE LUBRICACION DE MOTOR DE CAMION
17540,364233,SERVICIO DE MANTENIMIENTO DE SISTEMA DE LUBRICACION DE MOTOR DE AUTOMOVIL
17541,364234,SERVICIO DE MANTENIMIENTO DE SISTEMA ELECTRICO DE TRACTOR
17542,364237,APISONADOR VIBRATORIO - BAILARINA 4 HP
17543,364239,TUBO PARA AGUA DE PVC-O CLASE 10 DE 315 mm X 6 m CON UNION FLEXIBLE
17544,364240,TUBO PARA AGUA DE PVC-O CLASE 10 DE 250 mm X 6 m CON UNION FLEXIBLE
17545,364241,TUBO DE PVC-O UF NTP ISO 16422 PN 10 DN 200 mm CON ANILLO DE CAUCHO
17546,364242,TUBO PARA AGUA DE PVC-O CLASE 10 DE 160 mm X 6 m CON UNION FLEXIBLE
17547,364259,"SERVIDOR TIPO RACK CON PROCESADOR DE 2.6 GHZ, MEMORIA RAM 32 GB, DISCO DURO 1TB, 1 RU"
17548,364260,"SERVIDOR TIPO RACK CON PROCESADOR DE 2.6 GHZ, MEMORIA RAM 32 GB, DISCO DURO 1TB, 2 RU"
17549,364264,LUMINARIA TIPO FAROLA DE VAPOR DE SODIO DE 70 W 5000 lm 3800 K
17550,364285,SERVICIO DE MANTENIMIENTO DE ESTRUCTURAS DE CONCRETO PARA SOPORTE DE EQUIPOS INDUSTRIALES
17551,364290,EQUIPO DE VITRECTOMIA VALVULADO DE 25GA X 7500 cpm PARA SEGMENTO POSTERIOR
17552,364291,EQUIPO COMBINADO DE VITRECTOMIA POSTERIOR Y FACOEMULSIFICACION DE 23 GA A 25 GA
17553,364292,ELABORACION DE EXPEDIENTE TECNICO PARA REMODELACION DE MUELLE
17554,364297,BUZO DE FRANELA INCLUYE CASACA CON CAPUCHA Y PANTALON CON ELASTICO EN CINTURA PARA DAMA
17555,364298,BUZO DE FRANELA INCLUYE CASACA CON CAPUCHA Y PANTALON CON ELASTICO EN CINTURA PARA CABALLERO
17556,364299,BUZO DE POLAR INCLUYE POLERA CON CAPUCHA Y PANTALON CON ELASTICO EN CINTURA PARA NINO
17557,364300,BUZO DE POLAR INCLUYE POLERA CON CAPUCHA Y PANTALON CON ELASTICO EN CINTURA PARA NINA
17558,364303,PIEDRA MARMOL TRAVERTINO
17559,364304,SERVICIO DE ACONDICIONAMIENTO DE MEZZANINE
17560,364305,SERVICIO DE LINEA DEDICADA A INTERNET DE 2 MBPS
17561,364307,CABLE ELECTRICO FLEXIBLE DE COBRE TIPO N2XOH DE 3 X 1 X 185 mm2
17562,364308,CABLE ELECTRICO FLEXIBLE DE COBRE TIPO N2XOH DE 3 X 1 X 120 mm2
17563,364309,CABLE ELECTRICO FLEXIBLE DE COBRE TIPO N2XOH DE 3 X 1 X 70 mm2
17564,364313,ACOPLAMIENTO DE ESCAPE DE ACERO PARA MOTOR DE COMBUSTION DE GENERADOR
17565,364315,TURBO DE MOTOR DE GENERADOR
17566,364317,INSECTICIDA DOMESTICO PROPELENTE + CIFENOTRINA + TETRAMETRINA AL 65 % + 0.20% + 0.15% AEROSOL
17567,364322,BUJIA PARA MOTOR DE GRUPO ELECTROGENO
17568,364337,ZAPATA DE FRENO DELANTERO DE CAMIONETA
17569,364339,"SERVIDOR TIPO RACK CON PROCESADOR DE 3.5 GHZ, MEMORIA RAM 576 GB, DISCO DURO 1TB, 2 RU"
17570,364340,MATERIAL DE REFERENCIA ISO OCTANO PARA CONTROL DE OCTANAJE EN COMBUSTIBLES
17571,364343,MOTOCICLETA DE 160 cm3
17572,364351,TUBO DE FIERRO GALVANIZADO DE 2 mm X 1 in X 3 m
17573,364360,"RESISTIVIMETRO DE 0,1 Hz A 92 kHz HASTA 1000 m DE PROFUNDIDAD PARA EXPLORACION DE TERRENO"
17574,364378,ESPACIADOR AXIAL PARA PINON INTERMEDIO DE CAMION
17575,364385,EMPAQUETADURA DE NEOPRENO CON INSERTO DE NAILON TIPO LAMINA DE 1/16 in X 48 in X 48 in PARA BOMBA CENTRIFUGA
17576,364390,EMPAQUETADURA DE KEVLAR Y TEFLON TIPO CORDON CUADRADO TRENSADO DE 3/8 in X 60 ft PARA PARA BOMBA CENTRIFUGA Y RECIPROCANTE
17577,364393,JUNTA DE FIBRA ARAMIDA Y CAUCHO NBR DE 4 1/2 in X 6 7/8 in PARA UNION DE TUBERIA
17578,364395,JUNTA DE FIBRA ARAMIDA Y CAUCHO NBR DE 6 5/8 in X 8 3/4 in PARA UNION DE TUBERIA
17579,364404,JUNTA DE FIBRA ARAMIDA Y CAUCHO NBR DE 8 5/8 in X 11 in PARA UNION DE TUBERIA
17580,364405,JUNTA DE FIBRA ARAMIDA Y CAUCHO NBR DE 10 3/4 in X 13 3/8 in PARA UNION DE TUBERIA
17581,364407,JUNTA DE FIBRA ARAMIDA Y CAUCHO NBR DE 12 3/4 in X 16 1/8 in PARA UNION DE TUBERIA
17582,364415,EMPAQUETADURA ESTAMPADA DE ACERO AL CARBONO CON RELLENO DE CERAMICA DE 11 1/4 in X 13 1/4 in PARA UNION DE TUBERIA
17583,364427,EMPAQUETADURA ESTAMPADA DE ACERO AL CARBONO CON RELLENO DE GRAFITO DE 3 3/16 in X 5 3/8 in PARA UNION DE TUBERIA
17584,364430,EMPAQUETADURA ESTAMPADA DE ACERO AL CARBONO CON RELLENO DE GRAFITO DE 4 3/16 in X 7 1/8 in PARA UNION DE TUBERIA
17585,364431,CONSULTORIA AMBIENTAL DE ANALISIS DE ORGANISMOS Y MICROORGANISMOS DEL AIRE Y DEL SUELO
17586,364433,SERVICIO DE INSTALACION DE SISTEMA DE VIDEO VIGILANCIA
17587,364434,TETRABENAZINA 25 mg TAB
17588,364435,SERVICIO DE SUPERVISION DE MANTENIMIENTO RUTINARIO DE CARRETERAS
17589,364436,SERVICIO DE SOPORTE Y MANTENIMIENTO DE SISTEMA DE INFORMACION DE VUELOS
17590,364438,SERVICIO DE CAMBIO DE TABLERO ELECTRICO Y CABLES ALIMENTADORES EN SISTEMAS DE BOMBEO DE AGUA
17591,364444,SUPERVISION DE OBRA DE REMODELACION DE MUELLE
17592,364445,REMODELACION DE MUELLE
17593,364446,SUPERVISION DE OBRA DE AMPLIACION DEL SISTEMA DE AGUA POTABLE
17594,364447,SUPERVISION DE OBRA DE AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO
17595,364448,ELABORACION DE EXPEDIENTE TECNICO PARA CONSTRUCCION DE AUDITORIO
17596,364449,SUPERVISION DE OBRA DE CONSTRUCCION DE AUDITORIO
17597,364452,LAMPARA LED DE 10 W 7500 lm 3000 K PARA EXAMINACION TIPO CUELLO DE GANSO RODANTE
17598,364453,"SERVICIO DE MANTENIMIENTO DEL SISTEMA DE AGUA POTABLE, DESAGUE Y DRENAJE PLUVIAL DE EDIFICACIONES"
17599,364455,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE CENTROS PENITENCIARIOS
17600,364457,SERVICIO DE SUPERVISION DE MANTENIMIENTO RUTINARIO DE CAMINOS
17601,364462,SERVICIO DE LINEA DEDICADA A INTERNET DE 18 MBPS
17602,364467,MADERA TURPAY DE 1 in X 4 in X 33 ft
17603,364470,PASTILLA DE FRENO DE CAMIONETA
17604,364472,SERVICIO DE FABRICACION DE MESAS Y SILLAS
17605,364475,SERVICIO DE DESBROCE MECANIZADO
17606,364479,SERVICIO DE MANTENIMIENTO PREVENTIVO DEL SISTEMA DE AIRE ACONDICIONADO TIPO CHILLER
17607,364480,AMPLIACION DE COMPLEJO DEPORTIVO
17608,364481,AMPLIACION DE LABORATORIOS
17609,364482,AMPLIACION DE MUROS DE CONTENCION
17610,364483,AMPLIACION DE PLATAFORMA DEPORTIVA
17611,364484,AMPLIACION DE SISTEMA DE AGUA POTABLE Y DE SISTEMA DE ALCANTARILLADO
17612,364485,ELABORACION DE EXPEDIENTE TECNICO PARA AMPLIACION DE CEMENTERIOS
17613,364487,ELABORACION DE EXPEDIENTE TECNICO PARA AMPLIACION DE PISTAS Y VEREDAS
17614,364488,ELABORACION DE EXPEDIENTE TECNICO PARA REMODELACION DE PISTAS Y VEREDAS
17615,364489,ELABORACION DE EXPEDIENTE TECNICO PARA AMPLIACION DE VEREDAS
17616,364490,ELABORACION DE EXPEDIENTE TECNICO PARA REMODELACION DE VEREDAS
17617,364491,AMPLIACION DE CANALES DE RIEGO
17618,364493,SUPERVISION DE OBRA DE REMODELACION DE INFRAESTRUCTURA DE SEGURIDAD Y VIGILANCIA
17619,364494,REMODELACION DE PARQUES Y PLAZAS
17620,364504,ANALIZADOR DE HUMEDAD
17621,364505,MULTIPARAMETRICO PORTATIL DE MONITOREO
17622,364508,MADERA BOLAINA MACHIMBRADA DE 1 in X 6 in X 10 ft APROX.
17623,364510,BOMBA DE VACIO DE MEMBRANA
17624,364523,SERVICIO DE ACONDICIONAMIENTO DE AULAS DE MADERA
17625,364524,SERVICIO DE MANTENIMIENTO PREVENTIVO DE DISPOSITIVO APERTURADOR AUTOMATICO
17626,364526,ELABORACION DE EXPEDIENTE TECNICO PARA REFORZAMIENTO DE ESTRUCTURAS DE EDIFICACIONES
17627,364532,CHALECO DE POLIESTER PARA CABALLERO
17628,364533,"COMPUTADORA CON PROCESADOR CORE I3 DE 3.7 GHZ, MEMORIA RAM 4 GB, DISCO DURO 1TB + MONITOR LED 21 in + TECLADO USB + MOUSE USB"
17629,364534,BOMBA DE DOSIFICACION DE ACERO INOXIDABLE DE 2 HP 100 l/h PASTA PARA DECANTER
17630,364538,"SERVICIO DE ALOJAMIENTO, ALMACENAMIENTO Y RESPALDO EN LA NUBE."
17631,364539,TUBO DE ACERO LAC CUADRADO DE 1 1/2 in X 1 1/2 in X 3 mm X 6 m
17632,364540,DESHIDRATADOR INDUSTRIAL PARA FRUTAS
17633,364541,SERVICIO DE RELLENO SANITARIO
17634,364542,AISLADOR ELECTRICO TIPO SUSPENSION DE POLIMERO  DE 60 KV
17635,364543,GABINETE DE CONTROL PARA RECLOSER
17636,364544,CUERDA DINAMICA DE NAILON 9.2 mm X 60 m
17637,364547,SERVICIO DE EVALUACION DE ESTABILIDAD DE TALUD
17638,364553,CANULA ARTERIAL FEMORAL DE 18 fr
17639,364554,CANULA ARTERIAL FEMORAL DE 21 fr
17640,364567,"TELEFONO CELULAR CON MEMORIA 8 GB, PANTALLA 5 in, CAMARA 3.2 MP"
17641,364599,"TELEFONO CELULAR CON MEMORIA  16 GB, PANTALLA 5 in, CAMARA 8 MP"
17642,364600,"TELEFONO CELULAR CON MEMORIA 4 GB, PANTALLA 5.7 in, CAMARA 13 MP"
17643,364601,SERVICIO DE SUSCRIPCION DE SOFTWARE DE SEGURIDAD DE APLICACIONES
17644,364612,SOLUCION DE ARQUITECTURA DE ALTA DISPONIBILIDAD PARA BASE DE DATOS
17645,364623,HOJA PLAN DE TRABAJO DE MANTENIMIENTO EQUIPOS MEDICOS
17646,364626,FORMATO AUTORIZACION PARA INTERVENCION QUIRURGICA
17647,364633,ENSAMBLE DE TARJETA DE LA ETAPA DE REGULADOR DE TENSION PARA EL EQUIPO ICP
17648,364646,CANULA VENOSA CON ALMA DE METAL N 34
17649,364647,"SERVIDOR TIPO RACK CON PROCESADOR DE 6 NUCLEOS, 1.9 GHZ, MEMORIA RAM 64 GB, 2 RU"
17650,364648,CONSULTORIA PARA ELABORACION DE ESTUDIO DE RIESGOS AMBIENTALES DE TRANSPORTE DE HIDROCARBUROS POR DUCTOS
17651,364651,CUY LINEA HEMBRA
17652,364653,SERVICIO DE SUPERVISION PARA LA ELABORACION DE EXPEDIENTE TECNICO DE REMODELACION DE CENTRALES HIDROELECTRICAS
17653,364654,BOMBO DE CURTIDO DE CUERO DE 120 cm X 60 cm 60 kg
17654,364655,BOMBO SEXTUPLE DE TENIDO DE CUERO DE 35 cm X 15 cm 1 kg
17655,364656,MAQUINA PARA REBAJAR CUERO DE 12 in
17656,364657,BOMBO SIMPLE DE ABLANDADO DE CUERO DE 1.65 m X 0.60 m 60 kg
17657,364658,MAQUINA ESCURRIDORA DE CUERO DE 3.00 m
17658,364659,"BOMBO DOBLE DE RECURTIDO, TENIDO Y ENGRASE DE CUERO DE 80 cm X 40 cm 12 kg"
17659,364660,ADAPTADOR DE HIERRO DUCTIL DE 315 mm  CON BRIDA
17660,364661,ADAPTADOR DE HDPE PE 80 SDR 11 PN 12.5 DE 315 mm CON BRIDA
17661,364662,ADAPTADOR DE HIERRO DUCTIL DE 250 mm CON BRIDA
17662,364706,VALVULA ANTIDERRAPE PARA EL SISTEMA DE FRENOS DE AERONAVE
17663,364707,CARBONES PARA EL INVERSOR DE CORRIENTE DEL SISTEMA ELECTRICO DE AERONAVE
17664,364708,MANGUERA DE ACEITE PARA MOTOR DE AERONAVE
17665,364709,SENSOR DE REVOLUCIONES PARA LA UNIDAD DE POTENCIA AUXILIAR DE AERONAVE
17666,364715,SUPERVISION DE OBRA DE REMEDIACION DE PASIVOS AMBIENTALES MINEROS
17667,364716,ELABORACION DE EXPEDIENTE TECNICO PARA REMEDIACION DE PASIVOS AMBIENTALES MINEROS
17668,364718,COJINETE SELLADO PARA TURBOCOMPRESOR DE GRUPO ELECTROGENO
17669,364736,SERVICIO DE MANTENIMIENTO Y LIMPIEZA DE CANAL DE CONTENCION PARA OLEODUCTO
17670,364746,PELOTA DE MICROFIBRA PARA SOFTBOL
17671,364747,PELOTA DE CUERO PARA SOFTBOL
17672,364748,ARNES DE SEGURIDAD DE NYLON TIPO MULTIPROPOSITO DE 6 ANILLOS
17673,364750,CHOMPA CERRADA DE ALGODON CUELLO JORGE CHAVEZ PARA CABALLERO
17674,364754,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPOS DE AIRE ACONDICIONADO DE EXPANSION DIRECTA
17675,364755,REMODELACION DE CENTRO PENITENCIARIO
17676,364756,MADERA AGUANO DE 1 1/4 in X 10 in X 10 ft
17677,364758,MADERA MISA DE 2 in X 3 in X 10 ft
17678,364760,MADERA MISA DE 2 in X 8 in X 8 ft
17679,364761,MADERA MISA DE 3 in X 3 in X 10 ft APROX.
17680,364762,MADERA MISA DE 3 in X 6 in X 10 ft
17681,364763,MADERA MISA DE 2 in X 4 in X 10 ft APROX.
17682,364764,MADERA MISA DE 4 in X 4 in X 10 ft
17683,364766,CATETER BALON PARA ULTRASONIDO INTRAVASCULAR
17684,364767,ENDOPROTESIS DE AORTA TORAXICA RECUBIERTA DE 34 X 34 X 200
17685,364768,ENDOPROTESIS DE AORTA TORAXICA NO RECUBIERTA DE 45 X 185
17686,364769,SERVICIO DE FABRICACION DE PUENTE GRUA
17687,364774,SERVICIO DE INSTALACION DE REJAS DE PROTECCION EN PUERTAS Y VENTANAS
17688,364776,BOMBA DE COMBUSTIBLE PARA MOTOR DE CAMION
17689,364781,CONSULTORIA PARA REALIZAR ESTUDIO POBLACIONAL DE ESPECIES DE PECARIES
17690,364782,AMPLIACION DE REDES DE DISTRIBUCION ELECTRICA AEREA DE MEDIA TENSION
17691,364783,AMPLIACION DE REDES DE DISTRIBUCION ELECTRICA AEREA DE BAJA TENSION
17692,364785,LAMPARA LED DE 84 W 20000 lm 5500 K PARA EXAMINACION TIPO CUELLO DE GANSO RODANTE
17693,364786,SERVICIO DE LINEA DEDICADA A INTERNET DE 100 MBPS
17694,364787,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ALTERNADOR PARA CAMION
17695,364789,SERVICIO DE LINEA DEDICADA A INTERNET DE 14 MBPS
17696,364790,CONSULTORIA PARA REALIZAR ESTUDIOS DEFINITIVOS RELACIONADOS CON ORDENAMIENTO TERRITORIAL
17697,364793,BOLSA DE POLIETILENO DE BAJA DENSIDAD DE 75 l PARA BASURA
17698,364795,BOLSA DE POLIETILENO DE BAJA DENSIDAD DE 180 l PARA BASURA
17699,364797,BOLSA DE POLIETILENO DE BAJA DENSIDAD DE 220 l PARA BASURA
17700,364798,BOLSA DE POLIETILENO DE BAJA DENSIDAD DE 240 l PARA BASURA
17701,364799,MODULO DIDACTICO DE BOMBAS EN DOS ETAPAS SERIE PARALELO
17702,364800,BATERIA INDUSTRIAL DE 24 CELDAS 48 V 630 Ah
17703,364803,TRANSFORMADOR DE CORRIENTE TIPO TOROIDAL DE 150/5 A CLASE  0.5
17704,364805,TRANSFORMADOR DE CORRIENTE TIPO TOROIDAL DE 300/5 A CLASE  0.5
17705,364806,TRANSFORMADOR DE CORRIENTE TIPO TOROIDAL DE 500/5 A CLASE  0.5
17706,364808,PERTUZUMAB 420 mg / 14 mL AMP
17707,364809,FIBRA METALICA
17708,364811,CINTA ADHESIVA ANTIALERGICA DE PAPEL X 2.5 cm APROX. PARA USO QUIRURGICO
17709,364812,CINTA ADHESIVA ANTIALERGICA DE PAPEL X 5.00 cm APROX. PARA USO QUIRURGICO
17710,364814,CINTA ADHESIVA ANTIALERGICA DE PLASTICO X 2.5 cm APROX. PARA USO QUIRURGICO
17711,364816,CINTA ADHESIVA ANTIALERGICA DE TELA X 7.5 cm APROX. PARA USO QUIRURGICO
17712,364817,CINTA ADHESIVA ANTIALERGICA DE TELA X 2.5 cm APROX. PARA USO QUIRURGICO
17713,364818,CINTA ADHESIVA ANTIALERGICA DE TELA X 5 cm APROX. PARA USO QUIRURGICO
17714,364819,CINTA ADHESIVA ANTIALERGICA DE TELA X 1.25 cm APROX. PARA USO QUIRURGICO
17715,364820,CINTA ADHESIVA HIPOALERGENICA DE PAPEL X 2.5 cm APROX.PARA USO QUIRURGICO
17716,364821,CINTA ADHESIVA HIPOALERGENICA DE PAPEL X 5 cm APROX. PARA USO QUIRURGICO
17717,364823,CINTA ADHESIVA HIPOALERGENICA DE PLASTICO X 2.5 cm APROX.PARA USO QUIRURGICO
17718,364824,CINTA ADHESIVA HIPOALERGENICA DE PLASTICO X 5 cm APROX. PARA USO QUIRURGICO
17719,364829,MESA FIJA DE CENTRO DE MELAMINA
17720,364834,POSTE REDONDO DE FIERRO DE 15 cm X 4 m
17721,364838,SEMAFORO VEHICULAR SUSPENDIDO LED DE 3 LUCES UNA CARA
17722,364841,LADRILLO DE ARCILLA PASTELERO VITRIFICADO DE 30 cm X 15 cm X 3 cm
17723,364842,TUBO DE PVC-UF NTP ISO 4435 SN 4 DE 315 mm X 6 m CON ANILLO DE GOMA
17724,364843,TUBO PARA ALCANTARILLADO DE PVC-U UF SN 4 DE 250 mm X 6 m
17725,364844,TUBO DE PVC-UF NTP ISO 4435 SN 4 DE 200 mm X 6 m CON ANILLO DE GOMA
17726,364845,TUBO PARA ALCANTARILLADO DE PVC-U UF SN 2 DE 160 mm X 6 m
17727,364846,TUBO PARA ALCANTARILLADO DE PVC-U UF SN 2 DE 110 mm X 6 m
17728,364849,CAL HIDRATADA x 40 Kg.
17729,364850,SISTEMA DE LUCES DE APROXIMACION DE PRECISION PARA PISTA DE AEROPUERTO
17730,364851,TRIPLAY FENOLICO DE 9 mm X 1.22 m X 2.44 m
17731,364863,MADERA TORNILLO DE 1 in X 10 in X 8 ft
17732,364871,MADERA TORNILLO DE 1 1/2 in X 8 in X 10 ft APROX.
17733,364872,MADERA TORNILLO DE 1 in X 12 in X 10 ft
17734,364874,MADERA TORNILLO DE 1 in X 8 in X 10 ft
17735,364876,TUBO PARA AGUA DE PVC CLASE 10 DE 250 mm x 6 m CON UNION FLEXIBLE
17736,364877,TUBO PARA AGUA DE PVC CLASE 10 DE 200 mm x 6 m CON UNION FLEXIBLE
17737,364879,TUBO PARA AGUA DE PVC CLASE 8 DE 160 mm x 6 m CON UNION FLEXIBLE
17738,364880,TUBO PARA AGUA DE PVC CLASE 8 DE 110 mm x 6 m CON UNION FLEXIBLE
17739,364882,TUBO DE PVC U CORRUGADA NTP ISO 21138 SN 4 DN 315 mm x 6 m
17740,364883,TUBO DE PVC U CORRUGADA NTP ISO 21138 SN 4 DN 250 mm x 6 m
17741,364884,TUBO PARA ALCANTARILLADO DE PVC-U CORRUGADO NTP ISO 21138 SN 4 DN 200 mm x 6 m
17742,364885,TUBO PARA ALCANTARILLADO DE PVC-U CORRUGADO NTP ISO 21138 SN 4 DN 160 mm x 6 m
17743,364890,TUBO PARA AGUA DE PVC-U CLASE 10 DE 2 in x 5 m CON UNION FLEXIBLE
17744,364891,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PUERTA DE BOVEDA
17745,364893,"CONSULTORIA PARA REALIZAR ESTUDIO COORDINACION DE PROTECCION EN REDES DE DISTRIBUCION ELECTRICA DE ALTA, MEDIA Y BAJA TENSION"
17746,364897,MATERIAL PARA RELLENO ESTRUCTURAL
17747,364898,GRAVA DE 1 3/4 IN A 2 1/4 IN PARA FILTRO BIOLOGICO
17748,364899,ROCAS PARA DIQUE EN RIO
17749,364901,SERVICIO DE RENOVACION DE LICENCIA DE SOFTWARE DE SISTEMA OPERATIVO PARA SERVIDOR
17750,364902,SERVICIO DE RENOVACION DE LICENCIA DE SOFTWARE DE INFORMACION GEOGRAFICA
17751,364903,CONSULTORIA PARA ELABORACION DE FICHA TECNICA DE PROYECTO DE INVERSION PUBLICA
17752,364910,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MOTOR DE AERODESLIZADOR
17753,364913,SISTEMA AUTOMATICO DE OBSERVACION METEOROLOGICA AWOS
17754,364922,TORNILLO DE ACERO INOXIDABLE DE 1 in CON TAPA
17755,364927,LECTOR OPTICO DE MARCAS
17756,364928,BOLSA PARA CADAVER
17757,364929,REGLA DE MADERA TORNILLO
17758,364935,PALO DE EUCALIPTO DE 4 in X 1.5 m
17759,364936,MADERA MISA DE 1 in X 8 in X 10 ft
17760,364939,FILTROS DE MEMBRANA ESTERILES CON CUADRICULAS DE 47 mm X 0.45 UM .
17761,364942,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO EXCIMER LASER
17762,364944,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO SERVICIO DE RAYOS X
17763,364946,SERVICIO DE MANTENIMIENTO PREVENTIVO DE LAMPARA DE HENDIDURA
17764,364949,SERVICIO DE MANTENIMIENTO PREVENTIVO DE FACOEMULSIFICADOR
17765,364954,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE ESTADIO
17766,364955,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE COLISEO
17767,364956,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE GUARDERIA INFANTIL
17768,364959,ARNES DE SEGURIDAD DE NAILON PARA MOTOGUADANA
17769,364961,EQUIPO MEDIDOR  DE PH PRESICION 0.01 PH RESOLUCION RANGO 1.0 - 15.0
17770,364965,EXTRACTOR DE PINES DE CADENAS PARA MAQUINARIA PESADA
17771,364967,"COMPUTADORA PERSONAL PORTATIL CORE I5 2.50 GHZ, MEMORIA RAM 8 GB, DISCO DURO 1 TB, PANTALLA 15.6 in"
17772,364968,DESINFECTANTE PARA CONTROL DE BACTERIAS X 1 L APROX.
17773,364969,JABON ANTIBACTERIANO LIQUIDO DE 750 mL APROX.
17774,364970,"COMPUTADORA PERSONAL PORTATIL CORE I7 2.70 GHZ, MEMORIA RAM 16 GB, DISCO DURO 1 TB, PANTALLA LED 15.6 in"
17775,364971,"COMPUTADORA CON PROCESADOR CORE I7 DE 3.6 GHZ, MEMORIA CACHE 8 MB, DISCO DURO 1TB"
17776,364974,FILTROS REUTILIZABLES PARA RESPIRADORES DE MEDIA CARA
17777,364977,EQUIPO MEDIDOR MULTIPARAMETRICO RANGO 0.001 uS t A 3000 Ms DE MESA PARA ELECTRODOS CONDUCTIVIDAD
17778,364982,CHOMPA CERRADA DE DE FRIBRA ACRILICA CUELLO V PARA CABALLERO
17779,364983,CHOMPA ABIERTA DE DE FRIBRA ACRILICA CUELLO V PARA DAMA
17780,364989,SERVICIO DE SUPERVISION DE MANTENIMIENTO DE CENTRALES HIDROELECTRICAS
17781,364990,SERVICIO DE RESIDENCIA PARA MANTENIMIENTO DE CARRETERAS Y CAMINOS
17782,364991,SERVICIO DE OPERACION Y MANTENIMIENTO DE CENTRAL TERMICA
17783,364993,ELABORACION DE EXPEDIENTE TECNICO PARA CONSTRUCCION DE CIRCUITO DE MANEJO
17784,364995,BOLSA PLANA DE PLASTICO BIODEGRADABLE DE 14 in X 20 in X 25 µm
17785,364998,BOMBA DE AGUA PARA MOTOR DE MOTONIVELADORA
17786,365000,SEGURO DE TORNILLO PARA HELICE DE AERONAVE
17787,365001,SERVICIO EN GESTION EDUCATIVA RELACIONADA A EDUCACION POSGRADO
17788,365003,FILTRO DE ACEITE DEL MOTOR PARA LA AERONAVE
17789,365004,ESPACIADOR PARA BILLA DE COJINETE PARA AERONAVE
17790,365005,SELLO PARA EJE DE LA HELICE PARA AERONAVE
17791,365006,SELLO DE JEBE PARA PISTON DEL TREN DE ATERRIZAJE DE AERONAVE
17792,365007,TORNILLO PARA INDICADOR DE COMBUSTIBLE DE AERONAVE
17793,365008,TORNILLO PARA SISTEMA REGULADOR DEL PASO DE LA HELICE DE AERONAVE
17794,365010,TORNILLO PARA BARRA DE CONTROL DE PASO DE LA HELICE DE AERONAVE
17795,365013,TORNILLO PARA TAPA DE REGISTRO DE TANQUE DE COMBUSTIBLE DE AERONAVE
17796,365014,TORNILLO PARA BRAZO BETA DE LA HELICE DE AERONAVE
17797,365015,PIN DEL TOPE DE PASO DE BANDERA PARA HELICE DE AERONAVE
17798,365016,BROCHE DE SEGURO PARA COMPUERTA DEL EQUIPO DE AVIONICA
17799,365017,REDUCTOR ADAPTADOR PARA SISTEMA DE FRENOS DE AERONAVE
17800,365020,PAPEL TOALLA HOJA SIMPLE GOBRADO DE 300 m APROX. X 4 ROLLOS COLOR BLANCO
17801,365021,PAPEL TOALLA HOJA DOBLE GOBRADO DE 300 m APROX. X 4 ROLLOS COLOR BLANCO
17802,365024,SERVICIO DE ELABORACION DE CONTENIDO PARA PUBLICACIONES EN LINEA
17803,365025,"COMPUTADORA CON PROCESADOR CORE I7 DE 3.6 GHZ, MEMORIA RAM 8 GB, DISCO DURO 1TB + WINDOWS 7 PROFESSIONAL 64 BITS ESPANOL + TECLADO USB + MOUSE USB"
17804,365028,SUPERVISION DE OBRA DE CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO
